기준년도,학교명,부담율
2015,영산대학교,62.6
2015,영산선학대학교,100.0
2015,예수대학교,55.2
2015,예원예술대학교,102.5
2015,용인대학교,12.2
2015,우석대학교,56.4
2015,우송대학교,80.9
2015,울산대학교,83.6
2015,원광대학교,25.2
2015,원광디지털대학교,84.9
2015,위덕대학교,8.3
2015,유원대학교,30.2
2015,을지대학교,116.7
2015,이화여자대학교,61.3
2015,인제대학교,100.0
2015,인천가톨릭대학교,107.1
2015,인하대학교,74.2
2015,장로회신학대학교,115.5
2015,전주대학교,3.4
2015,제주국제대학교,1.9
2015,조선대학교,3.6
2015,중부대학교,16.9
2015,중앙대학교,64.5
2015,중앙승가대학교,102.2
2015,중원대학교,93.3
2015,차의과학대학교,100.0
2015,창신대학교,157.9
2015,청운대학교,11.4
2015,청주대학교,0.3
2015,초당대학교,35.7
2015,총신대학교,20.2
2015,추계예술대학교,14.2
2015,침례신학대학교,26.1
2015,칼빈대학교,61.6
2015,평택대학교,19.4
2015,포항공과대학교,100.0
2015,한국국제대학교,0.0
2015,한국기술교육대학교,101.1
2015,한국산업기술대학교,91.0
2015,한국성서대학교,76.7
2015,한국열린사이버대학교,0.0
2015,한국외국어대학교,61.7
2015,한국항공대학교,61.8
2015,한남대학교,0.2
2015,한동대학교,50.0
2015,한라대학교,100.2
2015,한려대학교,0.0
2015,한림대학교,100.0
2015,한서대학교,29.2
2015,한성대학교,21.0
2015,한세대학교,100.0
2015,한신대학교,55.0
2015,한양대학교,32.2
2015,한양사이버대학교,0.0
2015,한일장신대학교,108.0
2015,협성대학교,35.9
2015,호남대학교,5.9
2015,호남신학대학교,100.0
2015,호서대학교,2.6
2015,호원대학교,48.1
2015,홍익대학교,14.6
2015,화신사이버대학교,46.5
2016,가야대학교(김해),24.9
2016,가천대학교,63.3
2016,가톨릭관동대학교,17.5
2016,가톨릭대학교,100.8
2016,감리교신학대학교,101.0
2016,강남대학교,25.1
2016,강서대학교,32.1
2016,건국대학교,71.5
2016,건양대학교,100.1
2016,건양사이버대학교,100.0
2016,경기대학교,12.2
2016,경남대학교,24.3
2016,경동대학교,100.0
2016,경성대학교,4.7
2016,경운대학교,15.0
2016,경일대학교,5.0
2016,경주대학교,15.3
2016,경희대학교,62.2
2016,경희사이버대학교,45.6
2016,계명대학교,58.0
2016,고려대학교,59.7
2016,고려사이버대학교,51.5
2016,고신대학교,92.0
2016,광신대학교,100.7
2016,광운대학교,0.0
2016,광주가톨릭대학교,100.0
2016,광주대학교,5.9
2016,광주여자대학교,26.8
2016,국민대학교,64.4
2016,국제사이버대학교,0.0
2016,극동대학교,10.2
2016,글로벌사이버대학교,0.0
2016,금강대학교,100.0
2016,김천대학교,11.5
2016,꽃동네대학교,107.4
2016,나사렛대학교,15.6
2016,남부대학교,35.8
2016,남서울대학교,29.0
2016,단국대학교,62.4
2016,대구가톨릭대학교,68.1
2016,대구대학교,0.9
2016,대구사이버대학교,0.0
2016,대구예술대학교,1.6
2016,대구외국어대학교,0.0
2016,대구한의대학교,6.3
2016,대신대학교,116.3
2016,대전가톨릭대학교,100.0
2016,대전대학교,83.7
2016,대전신학대학교,100.0
2016,대진대학교,100.1
2016,덕성여자대학교,100.2
2016,동국대학교,67.7
2016,동덕여자대학교,14.4
2016,동명대학교,6.9
2016,동서대학교,11.5
2016,동신대학교,2.7
2016,동아대학교,25.3
2016,동양대학교,5.1
2016,동의대학교,0.6
2016,디지털서울문화예술대학교,0.0
2016,루터대학교,104.8
2016,명지대학교,0.2
2016,목원대학교,0.0
2016,목포가톨릭대학교,65.3
2016,배재대학교,11.9
2016,백석대학교,21.6
2016,부산가톨릭대학교,124.9
2016,부산디지털대학교,52.2
2016,부산외국어대학교,6.9
2016,부산장신대학교,64.7
2016,사이버한국외국어대학교,24.0
2016,삼육대학교,66.3
2016,상명대학교,12.8
2016,상지대학교,0.0
2016,서강대학교,21.6
2016,서경대학교,62.0
2016,서울기독대학교,92.3
2016,서울디지털대학교,11.9
2016,서울사이버대학교,106.3
2016,서울신학대학교,100.1
2016,서울여자대학교,2.7
2016,서울장신대학교,52.7
2016,서울한영대학교,100.0
2016,서원대학교,9.9
2016,선문대학교,97.8
2016,성결대학교,8.1
2016,성공회대학교,3.5
2016,성균관대학교,100.0
2016,성신여자대학교,1.8
2016,세명대학교,42.5
2016,세종대학교,10.0
2016,세종사이버대학교,22.0
2016,세한대학교,18.0
2016,송원대학교,65.7
2016,수원가톨릭대학교,100.0
2016,수원대학교,4.5
2016,숙명여자대학교,0.0
2016,순복음총회신학교,101.9
2016,순천향대학교,100.1
2016,숭실대학교,19.9
2016,숭실사이버대학교,5.2
2016,신경대학교,29.4
2016,신라대학교,18.5
2016,신한대학교,0.0
2016,아세아연합신학대학교,39.8
2016,아주대학교,78.0
2016,안양대학교,18.9
2016,연세대학교,85.5
2016,영남대학교,36.4
2016,영남신학대학교,100.0
2016,영산대학교,66.0
2016,영산선학대학교,100.0
2016,예수대학교,18.2
2016,예원예술대학교,101.9
2016,용인대학교,14.6
2016,우석대학교,45.1
2016,우송대학교,76.0
2016,울산대학교,80.0
2016,원광대학교,14.6
2016,원광디지털대학교,70.7
2016,위덕대학교,21.6
2016,유원대학교,31.5
2016,을지대학교,101.9
2016,이화여자대학교,60.7
2016,인제대학교,100.0
2016,인천가톨릭대학교,107.2
2016,인하대학교,72.5
2016,장로회신학대학교,107.5
2016,전주대학교,19.7
2016,제주국제대학교,1.1
2016,조선대학교,3.3
2016,중부대학교,15.8
2016,중앙대학교,65.1
2016,중앙승가대학교,100.8
2016,중원대학교,100.5
2016,차의과학대학교,100.0
2016,창신대학교,109.4
2016,청운대학교,11.0
2016,청주대학교,0.4
2016,초당대학교,10.0
2016,총신대학교,12.5
2016,추계예술대학교,15.2
2016,침례신학대학교,17.7
2016,칼빈대학교,33.4
2016,평택대학교,16.5
2016,포항공과대학교,100.0
2016,한국국제대학교,4.6
2016,한국기술교육대학교,91.7
2016,한국산업기술대학교,89.2
2016,한국성서대학교,62.6
2016,한국열린사이버대학교,15.7
2016,한국외국어대학교,2.6
2016,한국항공대학교,62.7
2016,한남대학교,0.4
2016,한동대학교,39.5
2016,한라대학교,100.4
2016,한려대학교,0.0
2016,한림대학교,100.0
2016,한서대학교,18.2
2016,한성대학교,14.8
2016,한세대학교,100.0
2016,한신대학교,32.6
2016,한양대학교,35.3
2016,한양사이버대학교,0.0
2016,한일장신대학교,101.1
2016,한중대학교,0.0
2016,협성대학교,19.7
2016,호남대학교,9.5
2016,호남신학대학교,100.0
2016,호서대학교,10.6
2016,호원대학교,57.0
2016,홍익대학교,13.5
2016,화신사이버대학교,48.9
2017,가야대학교(김해),29.4
2017,가천대학교,65.0
2017,가톨릭관동대학교,42.9
2017,가톨릭대학교,100.1
2017,감리교신학대학교,77.1
2017,강남대학교,25.1
2017,강서대학교,61.1
2017,건국대학교,44.8
2017,건양대학교,100.0
2017,건양사이버대학교,100.0
2017,경기대학교,17.9
2017,경남대학교,24.1
2017,경동대학교,100.0
2017,경성대학교,27.2
2017,경운대학교,31.5
2017,경일대학교,12.0
2017,경주대학교,4.8
2017,경희대학교,65.4
2017,경희사이버대학교,43.0
2017,계명대학교,56.2
2017,고려대학교,61.4
2017,고려사이버대학교,53.2
2017,고신대학교,100.0
2017,광신대학교,100.7
2017,광운대학교,0.0
2017,광주가톨릭대학교,100.0
2017,광주대학교,45.6
2017,광주여자대학교,12.2
2017,국민대학교,65.3
2017,국제사이버대학교,9.6
2017,극동대학교,13.3
2017,글로벌사이버대학교,66.7
2017,금강대학교,100.0
2017,김천대학교,33.8
2017,꽃동네대학교,108.4
2017,나사렛대학교,13.5
2017,남부대학교,45.1
2017,남서울대학교,29.6
2017,단국대학교,70.8
2017,대구가톨릭대학교,93.8
2017,대구대학교,5.7
2017,대구사이버대학교,0.0
2017,대구예술대학교,2.2
2017,대구한의대학교,7.9
2017,대신대학교,103.6
2017,대전가톨릭대학교,100.0
2017,대전대학교,17.9
2017,대전신학대학교,125.8
2017,대진대학교,100.0
2017,덕성여자대학교,100.0
2017,동국대학교,67.8
2017,동덕여자대학교,42.9
2017,동명대학교,27.6
2017,동서대학교,14.6
2017,동신대학교,12.6
2017,동아대학교,30.3
2017,동양대학교,7.1
2017,동의대학교,1.4
2017,디지털서울문화예술대학교,0.0
2017,루터대학교,100.0
2017,명지대학교,0.3
2017,목원대학교,5.7
2017,목포가톨릭대학교,68.3
2017,배재대학교,46.1
2017,백석대학교,31.1
2017,부산가톨릭대학교,123.0
2017,부산디지털대학교,48.8
2017,부산외국어대학교,11.8
2017,부산장신대학교,68.2
2017,사이버한국외국어대학교,8.7
2017,삼육대학교,91.7
2017,상명대학교,12.4
2017,상지대학교,0.0
2017,서강대학교,20.7
2017,서경대학교,56.9
2017,서울기독대학교,94.0
2017,서울디지털대학교,14.2
2017,서울사이버대학교,62.1
2017,서울신학대학교,90.2
2017,서울여자대학교,2.3
2017,서울장신대학교,30.8
2017,서울한영대학교,100.0
2017,서원대학교,24.3
2017,선문대학교,100.1
2017,성결대학교,15.6
2017,성공회대학교,6.9
2017,성균관대학교,100.0
2017,성신여자대학교,0.3
2017,세명대학교,37.6
2017,세종대학교,18.1
2017,세종사이버대학교,0.0
2017,세한대학교,24.5
2017,송원대학교,102.8
2017,수원가톨릭대학교,102.6
2017,수원대학교,9.7
2017,숙명여자대학교,46.1
2017,순복음총회신학교,103.4
2017,순천향대학교,100.6
2017,숭실대학교,21.0
2017,숭실사이버대학교,22.4
2017,신경대학교,12.4
2017,신라대학교,11.9
2017,신한대학교,6.0
2017,아세아연합신학대학교,26.2
2017,아주대학교,77.1
2017,안양대학교,20.7
2017,연세대학교,86.6
2017,영남대학교,68.2
2017,영남신학대학교,100.0
2017,영산대학교,64.0
2017,영산선학대학교,100.0
2017,예수대학교,92.7
2017,예원예술대학교,100.0
2017,용인대학교,4.2
2017,우석대학교,39.4
2017,우송대학교,69.0
2017,울산대학교,83.0
2017,원광대학교,18.0
2017,원광디지털대학교,35.8
2017,위덕대학교,37.3
2017,유원대학교,103.0
2017,을지대학교,102.0
2017,이화여자대학교,61.8
2017,인제대학교,100.0
2017,인천가톨릭대학교,103.0
2017,인하대학교,69.6
2017,장로회신학대학교,91.1
2017,전주대학교,15.5
2017,제주국제대학교,0.0
2017,조선대학교,11.7
2017,중부대학교,17.5
2017,중앙대학교,64.8
2017,중앙승가대학교,101.3
2017,중원대학교,100.0
2017,차의과학대학교,100.0
2017,창신대학교,112.3
2017,청운대학교,11.1
2017,청주대학교,13.6
2017,초당대학교,31.7
2017,총신대학교,0.0
2017,추계예술대학교,13.7
2017,침례신학대학교,25.8
2017,칼빈대학교,18.2
2017,평택대학교,21.0
2017,포항공과대학교,100.0
2017,한국국제대학교,0.0
2017,한국기술교육대학교,109.9
2017,한국산업기술대학교,81.5
2017,한국성서대학교,74.1
2017,한국열린사이버대학교,1.8
2017,한국외국어대학교,13.4
2017,한국항공대학교,63.3
2017,한남대학교,0.6
2017,한동대학교,100.0
2017,한라대학교,100.7
2017,한려대학교,0.0
2017,한림대학교,100.0
2017,한서대학교,16.7
2017,한성대학교,28.3
2017,한세대학교,100.0
2017,한신대학교,18.8
2017,한양대학교,51.3
2017,한양사이버대학교,0.0
2017,한일장신대학교,101.1
2017,협성대학교,71.9
2017,호남대학교,7.2
2017,호남신학대학교,100.0
2017,호서대학교,25.1
2017,호원대학교,67.4
2017,홍익대학교,13.3
2017,화신사이버대학교,13.4
2018,가야대학교(김해),27.0
2018,가천대학교,68.3
2018,가톨릭관동대학교,63.3
2018,가톨릭대학교,101.4
2018,감리교신학대학교,62.4
2018,강남대학교,20.4
2018,강서대학교,10.3
2018,건국대학교,33.4
2018,건양대학교,100.0
2018,건양사이버대학교,100.0
2018,경기대학교,6.5
2018,경남대학교,25.0
2018,경동대학교,100.0
2018,경성대학교,7.1
2018,경운대학교,9.2
2018,경일대학교,22.3
2018,경주대학교,0.0
2018,경희대학교,66.9
2018,경희사이버대학교,41.0
2018,계명대학교,60.1
2018,고려대학교,62.9
2018,고려사이버대학교,53.6
2018,고신대학교,84.1
2018,광신대학교,64.6
2018,광운대학교,0.1
2018,광주가톨릭대학교,100.0
2018,광주대학교,15.3
2018,광주여자대학교,8.6
2018,국민대학교,64.4
2018,국제사이버대학교,0.0
2018,극동대학교,11.4
2018,글로벌사이버대학교,42.3
2018,금강대학교,100.0
2018,김천대학교,16.9
2018,꽃동네대학교,136.3
2018,나사렛대학교,12.6
2018,남부대학교,43.5
2018,남서울대학교,30.1
2018,단국대학교,66.2
2018,대구가톨릭대학교,68.5
2018,대구대학교,1.6
2018,대구사이버대학교,0.7
2018,대구예술대학교,2.4
2018,대구한의대학교,12.4
2018,대신대학교,113.7
2018,대전가톨릭대학교,100.0
2018,대전대학교,24.4
2018,대전신학대학교,94.6
2018,대진대학교,100.1
2018,덕성여자대학교,100.0
2018,동국대학교,68.8
2018,동덕여자대학교,1.9
2018,동명대학교,21.9
2018,동서대학교,15.5
2018,동신대학교,12.0
2018,동아대학교,20.8
2018,동양대학교,6.9
2018,동의대학교,1.6
2018,디지털서울문화예술대학교,20.6
2018,루터대학교,100.1
2018,명지대학교,3.1
2018,목원대학교,2.7
2018,목포가톨릭대학교,71.9
2018,배재대학교,59.1
2018,백석대학교,22.7
2018,부산가톨릭대학교,108.2
2018,부산디지털대학교,41.0
2018,부산외국어대학교,6.2
2018,부산장신대학교,63.6
2018,사이버한국외국어대학교,0.0
2018,삼육대학교,68.4
2018,상명대학교,3.5
2018,상지대학교,0.0
2018,서강대학교,19.7
2018,서경대학교,62.4
2018,서울기독대학교,4.5
2018,서울디지털대학교,6.7
2018,서울사이버대학교,61.4
2018,서울신학대학교,102.3
2018,서울여자대학교,2.5
2018,서울장신대학교,18.4
2018,서울한영대학교,100.0
2018,서원대학교,6.6
2018,선문대학교,101.4
2018,성결대학교,7.8
2018,성공회대학교,33.5
2018,성균관대학교,100.0
2018,성신여자대학교,0.3
2018,세명대학교,37.0
2018,세종대학교,17.6
2018,세종사이버대학교,0.0
2018,세한대학교,3.1
2018,송원대학교,75.0
2018,수원가톨릭대학교,113.2
2018,수원대학교,0.0
2018,숙명여자대학교,0.8
2018,순복음총회신학교,62.8
2018,순천향대학교,100.8
2018,숭실대학교,11.1
2018,숭실사이버대학교,11.4
2018,신경대학교,0.0
2018,신라대학교,11.0
2018,신한대학교,15.7
2018,아세아연합신학대학교,8.9
2018,아주대학교,77.6
2018,안양대학교,6.6
2018,연세대학교,86.5
2018,영남대학교,70.7
2018,영남신학대학교,100.0
2018,영산대학교,88.9
2018,영산선학대학교,100.0
2018,예수대학교,67.9
2018,예원예술대학교,230.2
2018,용인대학교,3.1
2018,우석대학교,25.5
2018,우송대학교,62.3
2018,울산대학교,84.1
2018,원광대학교,15.6
2018,원광디지털대학교,32.9
2018,위덕대학교,45.6
2018,유원대학교,34.3
2018,을지대학교,100.7
2018,이화여자대학교,63.0
2018,인제대학교,100.0
2018,인천가톨릭대학교,102.0
2018,인하대학교,68.4
2018,장로회신학대학교,83.7
2018,전주대학교,14.9
2018,제주국제대학교,0.0
2018,조선대학교,9.4
2018,중부대학교,18.5
2018,중앙대학교,67.5
2018,중앙승가대학교,101.3
2018,중원대학교,100.0
2018,차의과학대학교,100.0
2018,창신대학교,103.1
2018,청운대학교,7.2
2018,청주대학교,4.2
2018,초당대학교,28.6
2018,총신대학교,0.0
2018,추계예술대학교,12.1
2018,칼빈대학교,3.9
2018,평택대학교,25.1
2018,포항공과대학교,100.0
2018,한국국제대학교,0.0
2018,한국기술교육대학교,104.6
2018,한국산업기술대학교,56.9
2018,한국성서대학교,93.9
2018,한국열린사이버대학교,16.0
2018,한국외국어대학교,9.4
2018,한국침례신학대학교,18.1
2018,한국항공대학교,66.6
2018,한남대학교,0.9
2018,한동대학교,100.0
2018,한라대학교,101.3
2018,한려대학교,0.0
2018,한림대학교,100.0
2018,한서대학교,10.2
2018,한성대학교,13.1
2018,한세대학교,100.0
2018,한신대학교,24.3
2018,한양대학교,59.4
2018,한양사이버대학교,0.0
2018,한일장신대학교,100.2
2018,협성대학교,64.5
2018,호남대학교,18.3
2018,호남신학대학교,100.0
2018,호서대학교,14.0
2018,호원대학교,69.6
2018,홍익대학교,13.1
2018,화신사이버대학교,10.6
2019,가야대학교(김해),32.5
2019,가천대학교,65.8
2019,가톨릭관동대학교,65.3
2019,가톨릭대학교,101.2
2019,감리교신학대학교,107.9
2019,강남대학교,19.0
2019,강서대학교,29.1
2019,건국대학교,35.9
2019,건양대학교,100.0
2019,건양사이버대학교,100.0
2019,경기대학교,6.4
2019,경남대학교,25.6
2019,경동대학교,100.0
2019,경성대학교,5.2
2019,경운대학교,9.0
2019,경일대학교,12.0
2019,경주대학교,0.0
2019,경희대학교,66.5
2019,경희사이버대학교,40.9
2019,계명대학교,66.5
2019,고려대학교,62.3
2019,고려사이버대학교,53.1
2019,고신대학교,89.9
2019,광신대학교,148.8
2019,광운대학교,8.0
2019,광주가톨릭대학교,100.0
2019,광주대학교,30.4
2019,광주여자대학교,20.7
2019,국민대학교,64.1
2019,국제사이버대학교,0.0
2019,극동대학교,14.7
2019,글로벌사이버대학교,28.8
2019,금강대학교,100.0
2019,김천대학교,8.2
2019,꽃동네대학교,109.6
2019,나사렛대학교,17.8
2019,남부대학교,36.0
2019,남서울대학교,32.9
2019,단국대학교,67.4
2019,대구가톨릭대학교,93.9
2019,대구대학교,1.2
2019,대구사이버대학교,0.0
2019,대구예술대학교,2.5
2019,대구한의대학교,11.1
2019,대신대학교,140.8
2019,대전가톨릭대학교,100.0
2019,대전대학교,35.0
2019,대전신학대학교,8.2
2019,대진대학교,100.6
2019,덕성여자대학교,100.0
2019,동국대학교,71.2
2019,동덕여자대학교,3.9
2019,동명대학교,25.1
2019,동서대학교,12.9
2019,동신대학교,16.6
2019,동아대학교,17.2
2019,동양대학교,17.0
2019,동의대학교,18.6
2019,디지털서울문화예술대학교,5.1
2019,루터대학교,100.0
2019,명지대학교,6.7
2019,목원대학교,1.1
2019,목포가톨릭대학교,96.3
2019,배재대학교,57.3
2019,백석대학교,17.9
2019,부산가톨릭대학교,103.3
2019,부산디지털대학교,43.1
2019,부산외국어대학교,0.2
2019,부산장신대학교,76.4
2019,사이버한국외국어대학교,0.0
2019,삼육대학교,92.6
2019,상명대학교,1.9
2019,상지대학교,5.1
2019,서강대학교,11.3
2019,서경대학교,37.8
2019,서울디지털대학교,12.9
2019,서울사이버대학교,59.7
2019,서울신학대학교,96.6
2019,서울여자대학교,2.9
2019,서울장신대학교,7.2
2019,서울한영대학교,100.0
2019,서원대학교,19.2
2019,선문대학교,98.7
2019,성결대학교,9.1
2019,성공회대학교,4.7
2019,성균관대학교,100.0
2019,성신여자대학교,0.8
2019,세명대학교,35.4
2019,세종대학교,17.6
2019,세종사이버대학교,1.7
2019,세한대학교,17.0
2019,송원대학교,100.4
2019,수원가톨릭대학교,108.0
2019,수원대학교,0.2
2019,숙명여자대학교,3.3
2019,순천향대학교,103.7
2019,숭실대학교,14.9
2019,숭실사이버대학교,5.0
2019,신경대학교,0.0
2019,신라대학교,8.5
2019,신한대학교,3.2
2019,아세아연합신학대학교,40.2
2019,아주대학교,79.5
2019,안양대학교,6.3
2019,연세대학교,101.8
2019,영남대학교,66.4
2019,영남신학대학교,100.0
2019,영산대학교,64.7
2019,영산선학대학교,100.0
2019,예수대학교,83.8
2019,예원예술대학교,313.3
2019,용인대학교,3.4
2019,우석대학교,13.0
2019,우송대학교,61.1
2019,울산대학교,85.9
2019,원광대학교,20.2
2019,원광디지털대학교,29.8
2019,위덕대학교,17.6
2019,유원대학교,23.1
2019,을지대학교,100.8
2019,이화여자대학교,63.1
2019,인제대학교,100.0
2019,인천가톨릭대학교,102.9
2019,인하대학교,66.5
2019,장로회신학대학교,69.6
2019,전주대학교,14.6
2019,제주국제대학교,0.0
2019,조선대학교,9.8
2019,중부대학교,16.4
2019,중앙대학교,67.5
2019,중앙승가대학교,102.8
2019,중원대학교,100.0
2019,차의과학대학교,100.0
2019,창신대학교,104.7
2019,청운대학교,5.8
2019,청주대학교,4.6
2019,초당대학교,41.2
2019,총신대학교,0.0
2019,추계예술대학교,11.9
2019,칼빈대학교,44.6
2019,평택대학교,13.6
2019,포항공과대학교,100.0
2019,한국국제대학교,0.0
2019,한국기술교육대학교,108.2
2019,한국산업기술대학교,81.1
2019,한국성서대학교,97.7
2019,한국열린사이버대학교,4.3
2019,한국외국어대학교,12.0
2019,한국침례신학대학교,19.3
2019,한국항공대학교,63.9
2019,한남대학교,1.0
2019,한동대학교,100.0
2019,한라대학교,100.2
2019,한려대학교,0.0
2019,한림대학교,100.0
2019,한서대학교,10.9
2019,한성대학교,12.4
2019,한세대학교,100.0
2019,한신대학교,25.0
2019,한양대학교,58.5
2019,한양사이버대학교,0.0
2019,한일장신대학교,110.6
2019,협성대학교,42.9
2019,호남대학교,5.0
2019,호남신학대학교,100.0
2019,호서대학교,20.4
2019,호원대학교,65.8
2019,홍익대학교,12.8
2019,화신사이버대학교,14.2
2020,가야대학교(김해),16.8
2020,가천대학교,65.3
2020,가톨릭관동대학교,65.3
2020,가톨릭꽃동네대학교,96.2
2020,가톨릭대학교,101.9
2020,감리교신학대학교,9.7
2020,강남대학교,25.8
2020,강서대학교,21.4
2020,건국대학교,33.8
2020,건국대학교(글로컬),40.8
2020,건양대학교,100.1
2020,건양사이버대학교,100.0
2020,경기대학교,10.8
2020,경남대학교,24.2
2020,경동대학교,100.0
2020,경성대학교,9.6
2020,경운대학교,18.6
2020,경일대학교,11.1
2020,경주대학교,0.0
2020,경희대학교,66.2
2020,경희사이버대학교,40.2
2020,계명대학교,65.9
2020,고려대학교,62.7
2020,고려대학교(세종),63.9
2020,고려사이버대학교,49.2
2020,고신대학교,123.7
2020,광신대학교,114.6
2020,광운대학교,6.6
2020,광주가톨릭대학교,100.0
2020,광주대학교,57.7
2020,광주여자대학교,32.8
2020,국민대학교,65.2
2020,국제사이버대학교,0.0
2020,극동대학교,4.2
2020,글로벌사이버대학교,33.4
2020,금강대학교,100.0
2020,김천대학교,6.2
2020,나사렛대학교,19.1
2020,남부대학교,14.1
2020,남서울대학교,28.3
2020,단국대학교,69.4
2020,대구가톨릭대학교,92.9
2020,대구대학교,1.9
2020,대구사이버대학교,0.0
2020,대구예술대학교,3.2
2020,대구한의대학교,12.2
2020,대신대학교,116.5
2020,대전가톨릭대학교,100.0
2020,대전대학교,22.8
2020,대전신학대학교,22.2
2020,대진대학교,100.5
2020,덕성여자대학교,100.0
2020,동국대학교,64.8
2020,동국대학교(경주),78.4
2020,동덕여자대학교,12.8
2020,동명대학교,26.8
2020,동서대학교,8.4
2020,동신대학교,32.5
2020,동아대학교,36.7
2020,동양대학교,3.3
2020,동의대학교,21.4
2020,디지털서울문화예술대학교,4.1
2020,루터대학교,102.2
2020,명지대학교,6.0
