기준년도,학교명,본분교명,졸업생_진로_성과
2011,추계예술대학교,본교,28.2
2011,침례신학대학교,본교,63.9
2011,침례신학대학교,본교,60.2
2011,칼빈대학교,본교,71.0
2011,칼빈대학교,본교,78.0
2011,탐라대학교,본교,65.3
2011,탐라대학교,본교,47.4
2011,평택대학교,본교,67.2
2011,평택대학교,본교,47.0
2011,포항공과대학교,본교,88.3
2011,포항공과대학교,본교,86.0
2011,한국국제대학교,본교,75.1
2011,한국국제대학교,본교,58.2
2011,한국기술교육대학교,본교,85.4
2011,한국기술교육대학교,본교,81.7
2011,한국산업기술대학교,본교,77.0
2011,한국산업기술대학교(산업대),본교,84.1
2011,한국성서대학교,본교,72.5
2011,한국성서대학교,본교,64.9
2011,한국외국어대학교,본교,72.6
2011,한국외국어대학교,본교,65.3
2011,한국항공대학교,본교,82.8
2011,한국항공대학교,본교,76.5
2011,한남대학교,본교,64.2
2011,한남대학교,본교,50.2
2011,한동대학교,본교,72.5
2011,한동대학교,본교,65.2
2011,한라대학교,본교,61.9
2011,한라대학교,본교,59.2
2011,한려대학교(산업대),본교,82.0
2011,한려대학교(산업대),본교,78.1
2011,한림대학교,본교,67.1
2011,한림대학교,본교,57.6
2011,한민학교,본교,66.7
2011,한민학교,본교,51.6
2011,한북대학교,본교,67.3
2011,한북대학교,본교,65.3
2011,한서대학교,본교,70.3
2011,한서대학교,본교,56.9
2011,한성대학교,본교,65.3
2011,한성대학교,본교,50.8
2011,한세대학교,본교,67.7
2011,한세대학교,본교,55.1
2011,한신대학교,본교,66.6
2011,한신대학교,본교,54.6
2011,한양대학교,본교,76.7
2011,한양대학교,본교,70.2
2011,한일장신대학교,본교,59.8
2011,한일장신대학교,본교,45.1
2011,한중대학교,본교,79.6
2011,한중대학교,본교,73.5
2011,협성대학교,본교,67.7
2011,협성대학교,본교,52.2
2011,호남대학교,본교,65.6
2011,호남대학교,본교,60.7
2011,호남신학대학교,본교,61.7
2011,호남신학대학교,본교,71.6
2011,호서대학교,본교,69.4
2011,호서대학교,본교,57.4
2011,호원대학교,본교,72.3
2011,호원대학교,본교,61.1
2011,홍익대학교,본교,73.1
2011,홍익대학교,본교,64.8
2012,가야대학교,본교,100.0
2012,가야대학교,본교,0.0
2012,가천대학교,본교,69.4
2012,가천대학교,본교,52.9
2012,가천의과학대학교,본교,74.2
2012,가천의과학대학교,본교,58.5
2012,가톨릭대학교,본교,63.0
2012,가톨릭대학교,본교,57.2
2012,감리교신학대학교,본교,100.0
2012,감리교신학대학교,본교,100.0
2012,강남대학교,본교,64.6
2012,강남대학교,본교,55.1
2012,강서대학교,본교,73.0
2012,강서대학교,본교,69.9
2012,건국대학교,본교,71.8
2012,건국대학교,본교,63.2
2012,건양대학교,본교,76.9
2012,건양대학교,본교,73.7
2012,경기대학교,본교,67.9
2012,경기대학교,본교,53.6
2012,경남대학교,본교,65.7
2012,경남대학교,본교,61.2
2012,경동대학교,본교,73.6
2012,경동대학교,본교,68.3
2012,경성대학교,본교,63.4
2012,경성대학교,본교,63.0
2012,경운대학교(산업대),본교,69.3
2012,경운대학교(산업대),본교,65.0
2012,경일대학교,본교,67.6
2012,경일대학교,본교,61.6
2012,경주대학교,본교,62.7
2012,경주대학교,본교,56.2
2012,경희대학교,본교,70.7
2012,경희대학교,본교,60.0
2012,계명대학교,본교,67.3
2012,계명대학교,본교,56.1
2012,고려대학교,본교,79.1
2012,고려대학교,본교,74.1
2012,고신대학교,본교,74.8
2012,고신대학교,본교,68.5
2012,관동대학교,본교,67.6
2012,관동대학교,본교,67.3
2012,광신대학교,본교,68.1
2012,광신대학교,본교,69.2
2012,광운대학교,본교,76.1
2012,광운대학교,본교,65.4
2012,광주가톨릭대학교,본교,100.0
2012,광주가톨릭대학교,본교,100.0
2012,광주대학교,본교,63.9
2012,광주대학교,본교,68.9
2012,광주대학교(산업대),본교,69.0
2012,광주대학교(산업대),본교,60.3
2012,광주여자대학교,본교,69.9
2012,광주여자대학교,본교,62.8
2012,국민대학교,본교,72.9
2012,국민대학교,본교,54.4
2012,극동대학교,본교,66.5
2012,극동대학교,본교,63.7
2012,금강대학교,본교,55.2
2012,금강대학교,본교,58.2
2012,꽃동네대학교,본교,69.6
2012,꽃동네대학교,본교,56.9
2012,나사렛대학교,본교,69.4
2012,나사렛대학교,본교,58.0
2012,남부대학교,본교,71.4
2012,남부대학교,본교,71.8
2012,남서울대학교(산업대),본교,68.8
2012,남서울대학교(산업대),본교,55.4
2012,단국대학교,본교,67.8
2012,단국대학교,본교,54.4
2012,대구가톨릭대학교,본교,68.5
2012,대구가톨릭대학교,본교,59.8
2012,대구대학교,본교,68.0
2012,대구대학교,본교,60.3
2012,대구예술대학교,본교,56.7
2012,대구예술대학교,본교,39.4
2012,대구외국어대학교,본교,74.4
2012,대구외국어대학교,본교,64.1
2012,대구한의대학교,본교,70.8
2012,대구한의대학교,본교,61.1
2012,대신대학교,본교,66.7
2012,대신대학교,본교,61.5
2012,대전가톨릭대학교,본교,100.0
2012,대전가톨릭대학교,본교,100.0
2012,대전대학교,본교,70.2
2012,대전대학교,본교,65.8
2012,대전신학교,본교,100.0
2012,대전신학교,본교,100.0
2012,대진대학교,본교,64.8
2012,대진대학교,본교,53.2
2012,덕성여자대학교,본교,69.0
2012,덕성여자대학교,본교,51.4
2012,동국대학교,본교,69.5
2012,동국대학교,본교,61.0
2012,동덕여자대학교,본교,69.8
2012,동덕여자대학교,본교,58.2
2012,동명대학교,본교,71.9
2012,동명대학교,본교,64.7
2012,동명정보대학교,본교,64.1
2012,동명정보대학교,본교,58.6
2012,동서대학교,본교,69.6
2012,동서대학교,본교,60.5
2012,동신대학교,본교,71.3
2012,동신대학교,본교,66.1
2012,동아대학교,본교,62.8
2012,동아대학교,본교,50.1
2012,동양대학교,본교,65.3
2012,동양대학교,본교,56.3
2012,동의대학교,본교,69.6
2012,동의대학교,본교,57.5
2012,루터대학교,본교,80.7
2012,루터대학교,본교,66.3
2012,명지대학교,본교,74.3
2012,명지대학교,본교,59.8
2012,목원대학교,본교,63.2
2012,목원대학교,본교,58.4
2012,목포가톨릭대학교,본교,80.4
2012,목포가톨릭대학교,본교,73.4
2012,배재대학교,본교,59.7
2012,배재대학교,본교,45.5
2012,백석대학교,본교,65.4
2012,백석대학교,본교,53.0
2012,부산가톨릭대학교,본교,74.8
2012,부산가톨릭대학교,본교,61.4
2012,부산외국어대학교,본교,64.7
2012,부산외국어대학교,본교,59.8
2012,부산장신대학교,본교,59.5
2012,부산장신대학교,본교,70.3
2012,삼육대학교,본교,71.4
2012,삼육대학교,본교,63.1
2012,상명대학교,본교,69.4
2012,상명대학교,본교,64.5
2012,상지대학교,본교,67.8
2012,상지대학교,본교,59.9
2012,서강대학교,본교,78.4
2012,서강대학교,본교,74.0
2012,서경대학교,본교,66.8
2012,서경대학교,본교,57.4
2012,서남대학교,본교,82.9
2012,서남대학교,본교,75.3
2012,서울기독대학교,본교,63.5
2012,서울기독대학교,본교,57.7
2012,서울신학대학교,본교,70.4
2012,서울신학대학교,본교,65.9
2012,서울여자대학교,본교,70.2
2012,서울여자대학교,본교,53.2
2012,서울장신대학교,본교,67.9
2012,서울장신대학교,본교,47.6
2012,서울한영대학교,본교,65.2
2012,서울한영대학교,본교,52.6
2012,서원대학교,본교,56.9
2012,서원대학교,본교,55.4
2012,선문대학교,본교,68.3
2012,선문대학교,본교,60.2
2012,성결대학교,본교,69.5
2012,성결대학교,본교,60.8
2012,성공회대학교,본교,61.5
2012,성공회대학교,본교,45.1
2012,성균관대학교,본교,79.0
2012,성균관대학교,본교,73.6
2012,성신여자대학교,본교,67.8
2012,성신여자대학교,본교,52.4
2012,세명대학교,본교,68.1
2012,세명대학교,본교,57.0
2012,세종대학교,본교,69.7
2012,세종대학교,본교,52.3
2012,세한대학교,본교,71.9
2012,세한대학교,본교,66.3
2012,수원가톨릭대학교,본교,100.0
2012,수원가톨릭대학교,본교,100.0
2012,수원대학교,본교,65.3
2012,수원대학교,본교,49.2
2012,숙명여자대학교,본교,67.8
2012,숙명여자대학교,본교,60.3
2012,순천향대학교,본교,68.3
2012,순천향대학교,본교,55.0
2012,숭실대학교,본교,73.1
2012,숭실대학교,본교,62.5
2012,신경대학교,본교,70.6
2012,신경대학교,본교,54.5
2012,신라대학교,본교,66.6
2012,신라대학교,본교,62.6
2012,아세아연합신학대학교,본교,100.0
2012,아세아연합신학대학교,본교,100.0
2012,아주대학교,본교,77.6
2012,아주대학교,본교,69.1
2012,안양대학교,본교,66.1
2012,안양대학교,본교,51.2
2012,연세대학교,본교,78.8
2012,연세대학교,본교,73.0
2012,영남대학교,본교,65.1
2012,영남대학교,본교,58.9
2012,영남신학대학교,본교,78.9
2012,영남신학대학교,본교,79.4
2012,영동대학교,본교,74.7
2012,영동대학교,본교,81.6
2012,영산대학교,본교,72.8
2012,영산대학교,본교,77.7
2012,영산대학교(산업대),본교,56.0
2012,영산대학교(산업대),본교,59.7
2012,영산선학대학교,본교,100.0
2012,영산선학대학교,본교,100.0
2012,예수대학교,본교,86.7
2012,예수대학교,본교,68.1
2012,예원예술대학교,본교,61.7
2012,예원예술대학교,본교,49.7
2012,용인대학교,본교,65.3
2012,용인대학교,본교,48.9
2012,우석대학교,본교,62.6
2012,우석대학교,본교,63.6
2012,우송대학교,본교,84.4
2012,우송대학교,본교,84.4
2012,우송대학교(산업대),본교,71.8
2012,우송대학교(산업대),본교,70.2
2012,울산대학교,본교,68.0
2012,울산대학교,본교,55.0
2012,원광대학교,본교,68.2
2012,원광대학교,본교,69.0
2012,위덕대학교,본교,70.5
2012,위덕대학교,본교,64.2
2012,을지대학교,본교,84.8
2012,을지대학교,본교,76.0
2012,이화여자대학교,본교,72.9
2012,이화여자대학교,본교,64.8
2012,인제대학교,본교,70.3
2012,인제대학교,본교,58.8
2012,인천가톨릭대학교,본교,100.0
2012,인천가톨릭대학교,본교,100.0
2012,인하대학교,본교,77.6
2012,인하대학교,본교,69.5
2012,장로회신학대학교,본교,100.0
2012,장로회신학대학교,본교,100.0
2012,전주대학교,본교,65.9
2012,전주대학교,본교,57.4
2012,조선대학교,본교,63.4
2012,조선대학교,본교,59.9
2012,중부대학교,본교,64.9
2012,중부대학교,본교,59.5
2012,중앙대학교,본교,74.8
2012,중앙대학교,본교,66.8
2012,중앙승가대학교,본교,100.0
2012,중앙승가대학교,본교,100.0
2012,차의과학대학교,본교,79.4
2012,차의과학대학교,본교,68.9
2012,청운대학교,본교,73.1
2012,청운대학교,본교,63.1
2012,청주대학교,본교,62.8
2012,청주대학교,본교,50.1
2012,초당대학교(산업대),본교,72.4
2012,초당대학교(산업대),본교,65.2
2012,총신대학교,본교,76.5
2012,총신대학교,본교,68.1
2012,추계예술대학교,본교,51.3
2012,추계예술대학교,본교,23.1
2012,침례신학대학교,본교,65.5
2012,침례신학대학교,본교,59.8
2012,칼빈대학교,본교,82.1
2012,칼빈대학교,본교,77.5
2012,탐라대학교,본교,65.9
2012,탐라대학교,본교,52.3
2012,평택대학교,본교,66.8
2012,평택대학교,본교,57.9
2012,포항공과대학교,본교,85.1
2012,포항공과대학교,본교,82.3
2012,한국국제대학교,본교,71.7
2012,한국국제대학교,본교,79.5
2012,한국기술교육대학교,본교,88.9
2012,한국기술교육대학교,본교,84.7
2012,한국산업기술대학교(산업대),본교,83.0
2012,한국산업기술대학교(산업대),본교,78.4
2012,한국성서대학교,본교,76.6
2012,한국성서대학교,본교,70.0
2012,한국외국어대학교,본교,70.8
2012,한국외국어대학교,본교,64.7
2012,한국항공대학교,본교,83.0
2012,한국항공대학교,본교,77.7
2012,한남대학교,본교,64.1
2012,한남대학교,본교,58.9
2012,한동대학교,본교,72.7
2012,한동대학교,본교,64.9
2012,한라대학교,본교,68.4
2012,한라대학교,본교,59.5
2012,한려대학교(산업대),본교,81.2
2012,한려대학교(산업대),본교,77.2
2012,한림대학교,본교,67.8
2012,한림대학교,본교,55.0
2012,한민학교,본교,46.1
2012,한북대학교,본교,68.8
2012,한북대학교,본교,64.1
2012,한서대학교,본교,71.1
2012,한서대학교,본교,56.2
2012,한성대학교,본교,67.0
2012,한성대학교,본교,53.0
2012,한세대학교,본교,73.1
2012,한세대학교,본교,63.3
2012,한신대학교,본교,70.6
2012,한신대학교,본교,59.7
2012,한양대학교,본교,76.2
2012,한양대학교,본교,68.5
2012,한일장신대학교,본교,61.1
2012,한일장신대학교,본교,50.0
2012,한중대학교,본교,78.4
2012,한중대학교,본교,66.9
2012,협성대학교,본교,71.4
2012,협성대학교,본교,63.4
2012,호남대학교,본교,68.5
2012,호남대학교,본교,59.1
2012,호남신학대학교,본교,75.7
2012,호남신학대학교,본교,66.0
2012,호서대학교,본교,70.7
2012,호서대학교,본교,57.7
2012,호원대학교,본교,75.8
2012,호원대학교,본교,65.1
2012,홍익대학교,본교,71.0
2012,홍익대학교,본교,61.6
2013,가야대학교(김해),본교,74.9
2013,가천대학교,본교,70.2
2013,가천대학교,본교,57.4
2013,가톨릭관동대학교,본교,68.3
2013,가톨릭대학교,본교,64.7
2013,가톨릭대학교,본교,55.2
2013,감리교신학대학교,본교,100.0
2013,감리교신학대학교,본교,100.0
2013,강남대학교,본교,66.5
2013,강남대학교,본교,54.9
2013,강서대학교,본교,71.8
2013,강서대학교,본교,59.4
2013,건국대학교,본교,70.6
2013,건국대학교,본교,63.1
2013,건양대학교,본교,72.4
2013,건양대학교,본교,70.4
2013,경기대학교,본교,68.7
2013,경기대학교,본교,55.9
2013,경남대학교,본교,62.2
2013,경남대학교,본교,56.6
2013,경동대학교,본교,66.0
2013,경동대학교,본교,63.3
2013,경성대학교,본교,62.7
2013,경성대학교,본교,52.3
2013,경운대학교(산업대),본교,71.8
2013,경운대학교(산업대),본교,64.0
2013,경일대학교,본교,72.6
2013,경일대학교,본교,68.2
2013,경주대학교,본교,66.0
2013,경주대학교,본교,57.2
2013,경희대학교,본교,70.0
2013,경희대학교,본교,58.1
2013,계명대학교,본교,63.9
2013,계명대학교,본교,54.7
2013,고려대학교,본교,80.9
2013,고려대학교,본교,76.6
2013,고신대학교,본교,71.6
2013,고신대학교,본교,65.7
2013,관동대학교,본교,62.9
2013,광신대학교,본교,79.7
2013,광신대학교,본교,78.5
2013,광운대학교,본교,74.1
2013,광운대학교,본교,66.1
2013,광주가톨릭대학교,본교,100.0
2013,광주가톨릭대학교,본교,100.0
2013,광주대학교,본교,67.9
2013,광주대학교,본교,59.2
2013,광주대학교(산업대),본교,71.7
2013,광주대학교(산업대),본교,52.2
2013,광주여자대학교,본교,66.9
2013,광주여자대학교,본교,64.0
2013,국민대학교,본교,73.0
2013,국민대학교,본교,63.4
2013,극동대학교,본교,62.7
2013,극동대학교,본교,56.5
2013,금강대학교,본교,59.1
2013,금강대학교,본교,56.2
2013,꽃동네대학교,본교,68.9
2013,꽃동네대학교,본교,57.4
2013,나사렛대학교,본교,68.9
2013,나사렛대학교,본교,57.0
2013,남부대학교,본교,69.0
2013,남부대학교,본교,67.1
2013,남서울대학교(산업대),본교,68.5
2013,남서울대학교(산업대),본교,56.6
2013,단국대학교,본교,65.1
2013,단국대학교,본교,56.4
2013,대구가톨릭대학교,본교,68.2
2013,대구가톨릭대학교,본교,65.7
2013,대구대학교,본교,61.8
2013,대구대학교,본교,55.1
2013,대구예술대학교,본교,53.6
2013,대구예술대학교,본교,41.3
2013,대구외국어대학교,본교,73.8
2013,대구외국어대학교,본교,69.0
2013,대구한의대학교,본교,71.9
2013,대구한의대학교,본교,60.8
2013,대신대학교,본교,72.1
2013,대신대학교,본교,62.8
2013,대전가톨릭대학교,본교,100.0
2013,대전가톨릭대학교,본교,100.0
2013,대전대학교,본교,70.3
2013,대전대학교,본교,65.4
2013,대전신학교,본교,100.0
2013,대전신학교,본교,100.0
2013,대전신학대학교,본교,100.0
2013,대전신학대학교,본교,100.0
2013,대진대학교,본교,65.0
2013,대진대학교,본교,55.5
2013,덕성여자대학교,본교,67.3
2013,덕성여자대학교,본교,50.5
2013,동국대학교,본교,70.8
2013,동국대학교,본교,64.1
2013,동덕여자대학교,본교,70.0
2013,동덕여자대학교,본교,54.3
2013,동명대학교,본교,73.0
2013,동명대학교,본교,67.7
2013,동명정보대학교,본교,66.0
2013,동명정보대학교,본교,61.8
2013,동서대학교,본교,67.9
2013,동서대학교,본교,60.1
2013,동신대학교,본교,68.8
2013,동신대학교,본교,67.4
2013,동아대학교,본교,64.7
2013,동아대학교,본교,55.3
2013,동양대학교,본교,63.8
2013,동양대학교,본교,61.6
2013,동의대학교,본교,68.1
2013,동의대학교,본교,56.6
2013,루터대학교,본교,64.9
2013,루터대학교,본교,60.8
2013,명지대학교,본교,73.1
2013,명지대학교,본교,60.1
2013,목원대학교,본교,62.7
2013,목원대학교,본교,63.0
2013,목포가톨릭대학교,본교,85.4
2013,목포가톨릭대학교,본교,75.4
2013,배재대학교,본교,66.8
2013,배재대학교,본교,63.7
2013,백석대학교,본교,62.8
2013,백석대학교,본교,51.1
2013,부산가톨릭대학교,본교,74.6
2013,부산가톨릭대학교,본교,63.8
2013,부산외국어대학교,본교,61.1
2013,부산외국어대학교,본교,55.1
2013,부산장신대학교,본교,82.7
2013,부산장신대학교,본교,79.2
2013,삼육대학교,본교,70.2
2013,삼육대학교,본교,60.3
2013,상명대학교,본교,64.1
2013,상명대학교,본교,57.7
2013,상지대학교,본교,66.4
2013,상지대학교,본교,62.1
2013,서강대학교,본교,76.9
2013,서강대학교,본교,72.2
2013,서경대학교,본교,68.8
2013,서경대학교,본교,62.9
2013,서남대학교,본교,80.0
2013,서남대학교,본교,68.6
2013,서울기독대학교,본교,62.9
2013,서울기독대학교,본교,61.0
2013,서울신학대학교,본교,74.4
2013,서울신학대학교,본교,65.0
2013,서울여자대학교,본교,65.3
2013,서울여자대학교,본교,49.6
2013,서울장신대학교,본교,58.8
2013,서울장신대학교,본교,44.9
2013,서울한영대학교,본교,69.5
2013,서울한영대학교,본교,62.7
2013,서원대학교,본교,62.0
2013,서원대학교,본교,45.9
2013,선문대학교,본교,69.3
2013,선문대학교,본교,61.1
2013,성결대학교,본교,64.3
2013,성결대학교,본교,56.7
2013,성공회대학교,본교,62.0
2013,성공회대학교,본교,48.5
2013,성균관대학교,본교,79.6
2013,성균관대학교,본교,74.9
2013,성신여자대학교,본교,64.1
2013,성신여자대학교,본교,49.4
2013,세명대학교,본교,67.3
2013,세명대학교,본교,60.4
2013,세종대학교,본교,70.4
2013,세종대학교,본교,64.6
2013,세한대학교,본교,68.5
2013,세한대학교,본교,67.4
2013,수원가톨릭대학교,본교,100.0
2013,수원가톨릭대학교,본교,100.0
2013,수원대학교,본교,61.6
2013,수원대학교,본교,48.5
2013,숙명여자대학교,본교,66.6
2013,숙명여자대학교,본교,59.7
2013,순천향대학교,본교,68.6
2013,순천향대학교,본교,56.7
2013,숭실대학교,본교,73.8
2013,숭실대학교,본교,64.3
2013,신경대학교,본교,64.0
2013,신경대학교,본교,39.5
2013,신라대학교,본교,64.4
2013,신라대학교,본교,51.5
2013,아세아연합신학대학교,본교,100.0
2013,아세아연합신학대학교,본교,100.0
2013,아주대학교,본교,74.6
2013,아주대학교,본교,67.0
2013,안양대학교,본교,67.8
2013,안양대학교,본교,57.2
2013,연세대학교,본교,78.7
2013,연세대학교,본교,72.9
2013,영남대학교,본교,62.5
2013,영남대학교,본교,55.2
2013,영남신학대학교,본교,80.6
2013,영남신학대학교,본교,75.0
2013,영동대학교,본교,72.3
2013,영동대학교,본교,76.3
2013,영산대학교,본교,72.0
2013,영산대학교,본교,68.4
2013,영산대학교(산업대),본교,52.8
2013,영산대학교(산업대),본교,47.2
2013,영산선학대학교,본교,100.0
2013,영산선학대학교,본교,100.0
2013,예수대학교,본교,79.2
2013,예수대학교,본교,76.2
2013,예원예술대학교,본교,53.5
2013,예원예술대학교,본교,35.3
2013,용인대학교,본교,62.8
2013,용인대학교,본교,48.8
2013,우석대학교,본교,66.0
2013,우석대학교,본교,56.9
2013,우송대학교,본교,74.8
2013,우송대학교,본교,73.4
2013,우송대학교(산업대),본교,61.5
2013,우송대학교(산업대),본교,65.1
2013,울산대학교,본교,68.5
2013,울산대학교,본교,57.4
2013,원광대학교,본교,64.1
2013,원광대학교,본교,61.1
2013,위덕대학교,본교,70.3
2013,위덕대학교,본교,68.5
2013,을지대학교,본교,87.2
2013,을지대학교,본교,76.8
2013,이화여자대학교,본교,68.2
2013,이화여자대학교,본교,60.0
2013,인제대학교,본교,68.5
2013,인제대학교,본교,58.4
2013,인천가톨릭대학교,본교,100.0
2013,인천가톨릭대학교,본교,100.0
2013,인하대학교,본교,74.4
2013,인하대학교,본교,67.8
2013,장로회신학대학교,본교,100.0
2013,장로회신학대학교,본교,100.0
2013,전주대학교,본교,62.6
2013,전주대학교,본교,58.3
2013,조선대학교,본교,58.4
2013,조선대학교,본교,55.9
2013,중부대학교,본교,63.3
2013,중부대학교,본교,59.3
2013,중앙대학교,본교,72.7
2013,중앙대학교,본교,64.6
2013,중앙승가대학교,본교,100.0
2013,중앙승가대학교,본교,100.0
2013,중원대학교,본교,70.7
2013,중원대학교,본교,64.3
2013,차의과학대학교,본교,78.1
2013,차의과학대학교,본교,67.5
2013,청운대학교,본교,71.4
2013,청운대학교,본교,70.0
2013,청주대학교,본교,62.2
2013,청주대학교,본교,52.7
2013,초당대학교(산업대),본교,77.6
2013,초당대학교(산업대),본교,67.9
2013,총신대학교,본교,68.3
2013,총신대학교,본교,68.8
2013,추계예술대학교,본교,38.3
2013,추계예술대학교,본교,25.4
2013,침례신학대학교,본교,69.3
2013,침례신학대학교,본교,60.8
2013,칼빈대학교,본교,71.1
2013,칼빈대학교,본교,71.7
2013,탐라대학교,본교,68.8
2013,탐라대학교,본교,58.1
2013,평택대학교,본교,63.6
2013,평택대학교,본교,52.2
2013,포항공과대학교,본교,89.5
2013,포항공과대학교,본교,86.3
2013,한국국제대학교,본교,68.3
2013,한국국제대학교,본교,70.2
2013,한국기술교육대학교,본교,86.4
2013,한국기술교육대학교,본교,83.6
2013,한국산업기술대학교(산업대),본교,82.7
2013,한국산업기술대학교(산업대),본교,78.6
2013,한국성서대학교,본교,72.3
2013,한국성서대학교,본교,67.3
2013,한국외국어대학교,본교,68.3
2013,한국외국어대학교,본교,63.1
2013,한국항공대학교,본교,82.8
2013,한국항공대학교,본교,75.4
2013,한남대학교,본교,63.4
2013,한남대학교,본교,55.8
2013,한동대학교,본교,70.0
2013,한동대학교,본교,60.7
2013,한라대학교,본교,64.9
2013,한라대학교,본교,57.4
2013,한려대학교(산업대),본교,69.7
2013,한려대학교(산업대),본교,61.5
2013,한림대학교,본교,68.0
2013,한림대학교,본교,59.9
2013,한북대학교,본교,69.9
2013,한북대학교,본교,59.9
2013,한서대학교,본교,71.3
2013,한서대학교,본교,58.7
2013,한성대학교,본교,67.4
2013,한성대학교,본교,50.3
2013,한세대학교,본교,67.0
2013,한세대학교,본교,58.5
2013,한신대학교,본교,66.8
2013,한신대학교,본교,55.6
2013,한양대학교,본교,74.9
2013,한양대학교,본교,69.0
2013,한일장신대학교,본교,74.3
2013,한일장신대학교,본교,63.0
2013,한중대학교,본교,79.6
2013,한중대학교,본교,69.5
2013,협성대학교,본교,70.2
2013,협성대학교,본교,62.4
2013,호남대학교,본교,60.8
2013,호남대학교,본교,59.1
2013,호남신학대학교,본교,64.4
2013,호남신학대학교,본교,64.4
2013,호서대학교,본교,70.1
2013,호서대학교,본교,60.8
2013,호원대학교,본교,81.4
2013,호원대학교,본교,78.3
2013,홍익대학교,본교,69.9
2013,홍익대학교,본교,60.0
2014,가야대학교(김해),본교,74.9
2014,가야대학교(김해),본교,71.5
2014,가천대학교,본교,68.2
2014,가천대학교,본교,58.8
2014,가톨릭관동대학교,본교,66.4
2014,가톨릭관동대학교,본교,61.6
2014,가톨릭대학교,본교,63.7
2014,가톨릭대학교,본교,51.9
2014,감리교신학대학교,본교,100.0
2014,감리교신학대학교,본교,100.0
2014,강남대학교,본교,65.6
2014,강남대학교,본교,52.8
2014,강서대학교,본교,65.2
2014,강서대학교,본교,54.3
2014,건국대학교,본교,67.7
2014,건국대학교,본교,58.1
2014,건양대학교,본교,71.7
2014,건양대학교,본교,71.7
2014,경기대학교,본교,69.4
2014,경기대학교,본교,55.9
2014,경남대학교,본교,60.6
2014,경남대학교,본교,53.8
2014,경동대학교,본교,70.3
2014,경동대학교,본교,66.1
2014,경성대학교,본교,64.1
2014,경성대학교,본교,58.4
2014,경운대학교(산업대),본교,68.6
2014,경운대학교(산업대),본교,64.0
2014,경일대학교,본교,68.5
2014,경일대학교,본교,65.9
2014,경주대학교,본교,57.9
2014,경주대학교,본교,54.4
2014,경희대학교,본교,68.4
2014,경희대학교,본교,56.6
2014,계명대학교,본교,63.3
2014,계명대학교,본교,54.8
2014,고려대학교,본교,80.5
2014,고려대학교,본교,76.9
2014,고신대학교,본교,71.3
2014,고신대학교,본교,63.2
2014,광신대학교,본교,72.4
