기준년도,학교명,본분교명,졸업생_진로_성과
2014,광신대학교,본교,69.0
2014,광운대학교,본교,70.6
2014,광운대학교,본교,59.8
2014,광주가톨릭대학교,본교,100.0
2014,광주가톨릭대학교,본교,100.0
2014,광주대학교,본교,61.9
2014,광주대학교,본교,59.5
2014,광주대학교(산업대),본교,66.7
2014,광주대학교(산업대),본교,60.0
2014,광주여자대학교,본교,65.9
2014,광주여자대학교,본교,62.6
2014,국민대학교,본교,70.1
2014,국민대학교,본교,58.3
2014,극동대학교,본교,63.0
2014,극동대학교,본교,55.4
2014,금강대학교,본교,54.8
2014,금강대학교,본교,53.7
2014,김천대학교,본교,76.7
2014,김천대학교,본교,66.5
2014,꽃동네대학교,본교,79.3
2014,꽃동네대학교,본교,61.4
2014,나사렛대학교,본교,66.5
2014,나사렛대학교,본교,59.5
2014,남부대학교,본교,74.0
2014,남부대학교,본교,70.7
2014,남서울대학교(산업대),본교,68.1
2014,남서울대학교(산업대),본교,55.5
2014,단국대학교,본교,66.8
2014,단국대학교,본교,57.5
2014,대구가톨릭대학교,본교,67.5
2014,대구가톨릭대학교,본교,63.9
2014,대구대학교,본교,60.3
2014,대구대학교,본교,54.6
2014,대구예술대학교,본교,58.7
2014,대구예술대학교,본교,35.9
2014,대구외국어대학교,본교,70.8
2014,대구외국어대학교,본교,53.4
2014,대구한의대학교,본교,74.2
2014,대구한의대학교,본교,69.6
2014,대신대학교,본교,59.6
2014,대신대학교,본교,43.6
2014,대전가톨릭대학교,본교,100.0
2014,대전가톨릭대학교,본교,100.0
2014,대전대학교,본교,71.6
2014,대전대학교,본교,63.9
2014,대전신학교,본교,100.0
2014,대전신학교,본교,100.0
2014,대전신학대학교,본교,100.0
2014,대전신학대학교,본교,100.0
2014,대진대학교,본교,63.9
2014,대진대학교,본교,51.1
2014,덕성여자대학교,본교,60.0
2014,덕성여자대학교,본교,49.1
2014,동국대학교,본교,72.4
2014,동국대학교,본교,65.7
2014,동덕여자대학교,본교,66.1
2014,동덕여자대학교,본교,45.4
2014,동명대학교,본교,73.7
2014,동명대학교,본교,68.6
2014,동명정보대학교,본교,66.0
2014,동명정보대학교,본교,56.5
2014,동서대학교,본교,66.0
2014,동서대학교,본교,59.2
2014,동신대학교,본교,69.2
2014,동신대학교,본교,65.2
2014,동아대학교,본교,66.1
2014,동아대학교,본교,56.3
2014,동양대학교,본교,69.3
2014,동양대학교,본교,65.3
2014,동의대학교,본교,66.4
2014,동의대학교,본교,56.9
2014,루터대학교,본교,63.9
2014,루터대학교,본교,56.4
2014,명지대학교,본교,71.6
2014,명지대학교,본교,55.4
2014,목원대학교,본교,64.4
2014,목원대학교,본교,59.0
2014,목포가톨릭대학교,본교,81.8
2014,목포가톨릭대학교,본교,72.8
2014,배재대학교,본교,64.6
2014,배재대학교,본교,60.1
2014,백석대학교,본교,64.5
2014,백석대학교,본교,53.4
2014,부산가톨릭대학교,본교,73.4
2014,부산가톨릭대학교,본교,63.1
2014,부산외국어대학교,본교,62.0
2014,부산외국어대학교,본교,54.0
2014,부산장신대학교,본교,80.0
2014,부산장신대학교,본교,75.6
2014,삼육대학교,본교,66.5
2014,삼육대학교,본교,55.7
2014,상명대학교,본교,67.8
2014,상명대학교,본교,62.2
2014,상지대학교,본교,67.2
2014,상지대학교,본교,56.4
2014,서강대학교,본교,78.2
2014,서강대학교,본교,73.4
2014,서경대학교,본교,69.5
2014,서경대학교,본교,62.5
2014,서남대학교,본교,79.6
2014,서남대학교,본교,68.8
2014,서울기독대학교,본교,60.8
2014,서울기독대학교,본교,51.3
2014,서울신학대학교,본교,71.2
2014,서울신학대학교,본교,61.9
2014,서울여자대학교,본교,65.5
2014,서울여자대학교,본교,51.2
2014,서울장신대학교,본교,67.1
2014,서울장신대학교,본교,57.7
2014,서울한영대학교,본교,56.6
2014,서울한영대학교,본교,47.7
2014,서원대학교,본교,62.9
2014,서원대학교,본교,53.6
2014,선문대학교,본교,70.6
2014,선문대학교,본교,66.6
2014,성결대학교,본교,65.8
2014,성결대학교,본교,51.6
2014,성공회대학교,본교,63.4
2014,성공회대학교,본교,50.9
2014,성균관대학교,본교,78.5
2014,성균관대학교,본교,72.8
2014,성신여자대학교,본교,59.8
2014,성신여자대학교,본교,50.7
2014,세명대학교,본교,68.0
2014,세명대학교,본교,58.1
2014,세종대학교,본교,68.5
2014,세종대학교,본교,62.2
2014,세한대학교,본교,68.0
2014,세한대학교,본교,64.9
2014,수원가톨릭대학교,본교,100.0
2014,수원가톨릭대학교,본교,100.0
2014,수원대학교,본교,62.5
2014,수원대학교,본교,44.1
2014,숙명여자대학교,본교,65.4
2014,숙명여자대학교,본교,54.1
2014,순복음총회신학교,본교,85.7
2014,순복음총회신학교,본교,86.8
2014,순천향대학교,본교,68.1
2014,순천향대학교,본교,60.1
2014,숭실대학교,본교,69.7
2014,숭실대학교,본교,60.0
2014,신경대학교,본교,68.6
2014,신경대학교,본교,55.0
2014,신라대학교,본교,64.9
2014,신라대학교,본교,58.8
2014,아세아연합신학대학교,본교,100.0
2014,아세아연합신학대학교,본교,100.0
2014,아주대학교,본교,73.2
2014,아주대학교,본교,64.6
2014,안양대학교,본교,70.1
2014,안양대학교,본교,58.8
2014,연세대학교,본교,79.2
2014,연세대학교,본교,72.9
2014,영남대학교,본교,62.2
2014,영남대학교,본교,54.4
2014,영남신학대학교,본교,83.3
2014,영남신학대학교,본교,81.8
2014,영동대학교,본교,70.7
2014,영동대학교,본교,76.0
2014,영산대학교,본교,67.1
2014,영산대학교,본교,68.8
2014,영산대학교(산업대),본교,64.4
2014,영산대학교(산업대),본교,60.9
2014,영산선학대학교,본교,100.0
2014,영산선학대학교,본교,100.0
2014,예수대학교,본교,83.8
2014,예수대학교,본교,74.8
2014,예원예술대학교,본교,49.2
2014,예원예술대학교,본교,30.8
2014,용인대학교,본교,62.9
2014,용인대학교,본교,45.6
2014,우석대학교,본교,69.8
2014,우석대학교,본교,65.8
2014,우송대학교,본교,68.1
2014,우송대학교,본교,70.1
2014,우송대학교(산업대),본교,59.5
2014,우송대학교(산업대),본교,48.6
2014,울산대학교,본교,68.0
2014,울산대학교,본교,55.6
2014,원광대학교,본교,64.9
2014,원광대학교,본교,56.5
2014,위덕대학교,본교,77.1
2014,위덕대학교,본교,72.5
2014,을지대학교,본교,83.1
2014,을지대학교,본교,72.9
2014,이화여자대학교,본교,70.1
2014,이화여자대학교,본교,59.6
2014,인제대학교,본교,67.6
2014,인제대학교,본교,56.4
2014,인천가톨릭대학교,본교,100.0
2014,인천가톨릭대학교,본교,100.0
2014,인하대학교,본교,73.3
2014,인하대학교,본교,65.5
2014,장로회신학대학교,본교,100.0
2014,장로회신학대학교,본교,100.0
2014,전주대학교,본교,65.9
2014,전주대학교,본교,65.8
2014,조선대학교,본교,61.2
2014,조선대학교,본교,59.2
2014,중부대학교,본교,64.4
2014,중부대학교,본교,60.1
2014,중앙대학교,본교,69.7
2014,중앙대학교,본교,60.6
2014,중앙승가대학교,본교,100.0
2014,중앙승가대학교,본교,100.0
2014,중원대학교,본교,68.6
2014,중원대학교,본교,69.9
2014,차의과학대학교,본교,70.8
2014,차의과학대학교,본교,62.8
2014,청운대학교,본교,68.5
2014,청운대학교,본교,65.8
2014,청주대학교,본교,62.9
2014,청주대학교,본교,50.0
2014,초당대학교,본교,91.9
2014,초당대학교,본교,91.9
2014,초당대학교(산업대),본교,76.9
2014,초당대학교(산업대),본교,65.4
2014,총신대학교,본교,71.0
2014,총신대학교,본교,69.3
2014,추계예술대학교,본교,44.6
2014,추계예술대학교,본교,24.0
2014,침례신학대학교,본교,73.7
2014,침례신학대학교,본교,65.2
2014,칼빈대학교,본교,90.9
2014,칼빈대학교,본교,84.1
2014,탐라대학교,본교,69.1
2014,탐라대학교,본교,59.8
2014,평택대학교,본교,62.9
2014,평택대학교,본교,49.4
2014,포항공과대학교,본교,90.3
2014,포항공과대학교,본교,89.7
2014,한국국제대학교,본교,66.0
2014,한국국제대학교,본교,61.9
2014,한국기술교육대학교,본교,87.0
2014,한국기술교육대학교,본교,87.2
2014,한국산업기술대학교(산업대),본교,78.9
2014,한국산업기술대학교(산업대),본교,74.6
2014,한국성서대학교,본교,73.1
2014,한국성서대학교,본교,67.4
2014,한국외국어대학교,본교,66.7
2014,한국외국어대학교,본교,60.6
2014,한국항공대학교,본교,78.4
2014,한국항공대학교,본교,71.9
2014,한남대학교,본교,64.7
2014,한남대학교,본교,56.1
2014,한동대학교,본교,71.1
2014,한동대학교,본교,62.2
2014,한라대학교,본교,62.8
2014,한라대학교,본교,56.8
2014,한려대학교(산업대),본교,71.3
2014,한려대학교(산업대),본교,57.5
2014,한림대학교,본교,68.3
2014,한림대학교,본교,59.6
2014,한북대학교,본교,66.7
2014,한북대학교,본교,56.2
2014,한서대학교,본교,70.8
2014,한서대학교,본교,62.2
2014,한성대학교,본교,61.4
2014,한성대학교,본교,45.3
2014,한세대학교,본교,72.4
2014,한세대학교,본교,61.6
2014,한신대학교,본교,66.8
2014,한신대학교,본교,54.5
2014,한양대학교,본교,74.6
2014,한양대학교,본교,65.5
2014,한일장신대학교,본교,60.2
2014,한일장신대학교,본교,52.3
2014,한중대학교,본교,73.7
2014,한중대학교,본교,56.1
2014,협성대학교,본교,64.8
2014,협성대학교,본교,56.1
2014,호남대학교,본교,67.7
2014,호남대학교,본교,62.2
2014,호남신학대학교,본교,71.1
2014,호남신학대학교,본교,61.8
2014,호서대학교,본교,70.4
2014,호서대학교,본교,63.6
2014,호원대학교,본교,75.3
2014,호원대학교,본교,73.6
2014,홍익대학교,본교,67.7
2014,홍익대학교,본교,58.4
2015,가야대학교(김해),본교,75.7
2015,가야대학교(김해),본교,68.2
2015,가천대학교,본교,69.4
2015,가천대학교,본교,56.1
2015,가톨릭관동대학교,본교,60.5
2015,가톨릭관동대학교,본교,49.4
2015,가톨릭대학교,본교,64.6
2015,가톨릭대학교,본교,54.6
2015,감리교신학대학교,본교,100.0
2015,감리교신학대학교,본교,100.0
2015,강남대학교,본교,65.8
2015,강남대학교,본교,51.6
2015,강서대학교,본교,62.1
2015,강서대학교,본교,48.2
2015,건국대학교,본교,66.5
2015,건국대학교,본교,54.7
2015,건양대학교,본교,79.6
2015,건양대학교,본교,66.0
2015,경기대학교,본교,66.4
2015,경기대학교,본교,53.1
2015,경남대학교,본교,61.5
2015,경남대학교,본교,48.1
2015,경동대학교,본교,73.9
2015,경동대학교,본교,64.6
2015,경성대학교,본교,65.7
2015,경성대학교,본교,50.1
2015,경운대학교(산업대),본교,68.7
2015,경운대학교(산업대),본교,59.0
2015,경일대학교,본교,70.2
2015,경일대학교,본교,61.9
2015,경주대학교,본교,62.1
2015,경주대학교,본교,56.4
2015,경희대학교,본교,67.9
2015,경희대학교,본교,56.2
2015,계명대학교,본교,63.2
2015,계명대학교,본교,50.4
2015,고려대학교,본교,79.0
2015,고려대학교,본교,73.6
2015,고신대학교,본교,71.3
2015,고신대학교,본교,61.3
2015,광신대학교,본교,73.8
2015,광신대학교,본교,62.7
2015,광운대학교,본교,63.1
2015,광운대학교,본교,50.6
2015,광주가톨릭대학교,본교,100.0
2015,광주가톨릭대학교,본교,100.0
2015,광주대학교,본교,64.6
2015,광주대학교,본교,54.3
2015,광주여자대학교,본교,70.3
2015,광주여자대학교,본교,60.2
2015,국민대학교,본교,67.5
2015,국민대학교,본교,55.2
2015,극동대학교,본교,67.1
2015,극동대학교,본교,53.6
2015,금강대학교,본교,51.7
2015,금강대학교,본교,59.3
2015,김천대학교,본교,76.4
2015,김천대학교,본교,63.1
2015,꽃동네대학교,본교,69.4
2015,꽃동네대학교,본교,52.6
2015,나사렛대학교,본교,68.7
2015,나사렛대학교,본교,55.4
2015,남부대학교,본교,73.4
2015,남부대학교,본교,55.9
2015,남서울대학교,본교,100.0
2015,남서울대학교,본교,100.0
2015,남서울대학교(산업대),본교,68.7
2015,남서울대학교(산업대),본교,55.0
2015,단국대학교,본교,64.2
2015,단국대학교,본교,52.3
2015,대구가톨릭대학교,본교,68.5
2015,대구가톨릭대학교,본교,58.7
2015,대구대학교,본교,60.9
2015,대구대학교,본교,49.1
2015,대구예술대학교,본교,52.7
2015,대구예술대학교,본교,30.5
2015,대구외국어대학교,본교,68.5
2015,대구외국어대학교,본교,56.6
2015,대구한의대학교,본교,72.8
2015,대구한의대학교,본교,64.2
2015,대신대학교,본교,43.6
2015,대신대학교,본교,44.9
2015,대전가톨릭대학교,본교,100.0
2015,대전대학교,본교,68.3
2015,대전대학교,본교,54.4
2015,대전신학교,본교,100.0
2015,대전신학교,본교,100.0
2015,대전신학대학교,본교,100.0
2015,대전신학대학교,본교,100.0
2015,대진대학교,본교,67.7
2015,대진대학교,본교,52.8
2015,덕성여자대학교,본교,64.5
2015,덕성여자대학교,본교,48.8
2015,동국대학교,본교,71.0
2015,동국대학교,본교,61.7
2015,동덕여자대학교,본교,64.4
2015,동덕여자대학교,본교,46.2
2015,동명대학교,본교,73.5
2015,동명대학교,본교,67.5
2015,동명정보대학교,본교,80.0
2015,동명정보대학교,본교,68.0
2015,동서대학교,본교,69.9
2015,동서대학교,본교,56.7
2015,동신대학교,본교,72.2
2015,동신대학교,본교,65.3
2015,동아대학교,본교,64.6
2015,동아대학교,본교,53.5
2015,동양대학교,본교,62.8
2015,동양대학교,본교,51.1
2015,동의대학교,본교,63.0
2015,동의대학교,본교,50.7
2015,루터대학교,본교,55.7
2015,루터대학교,본교,56.0
2015,명지대학교,본교,68.7
2015,명지대학교,본교,53.8
2015,목원대학교,본교,62.6
2015,목원대학교,본교,46.7
2015,목포가톨릭대학교,본교,81.9
2015,목포가톨릭대학교,본교,68.8
2015,배재대학교,본교,62.0
2015,배재대학교,본교,51.2
2015,백석대학교,본교,66.7
2015,백석대학교,본교,52.4
2015,부산가톨릭대학교,본교,78.6
2015,부산가톨릭대학교,본교,66.1
2015,부산외국어대학교,본교,63.3
2015,부산외국어대학교,본교,46.5
2015,부산장신대학교,본교,77.2
2015,부산장신대학교,본교,68.3
2015,삼육대학교,본교,68.7
2015,삼육대학교,본교,52.8
2015,상명대학교,본교,68.3
2015,상명대학교,본교,54.1
2015,상지대학교,본교,65.8
2015,상지대학교,본교,50.5
2015,서강대학교,본교,78.2
2015,서강대학교,본교,71.6
2015,서경대학교,본교,68.3
2015,서경대학교,본교,58.7
2015,서남대학교,본교,77.3
2015,서남대학교,본교,70.2
2015,서울기독대학교,본교,67.5
2015,서울기독대학교,본교,54.3
2015,서울신학대학교,본교,69.6
2015,서울신학대학교,본교,59.8
2015,서울여자대학교,본교,64.4
2015,서울여자대학교,본교,49.2
2015,서울장신대학교,본교,62.5
2015,서울장신대학교,본교,47.8
2015,서울한영대학교,본교,69.4
2015,서울한영대학교,본교,57.5
2015,서원대학교,본교,62.8
2015,서원대학교,본교,49.1
2015,선문대학교,본교,71.1
2015,선문대학교,본교,60.0
2015,성결대학교,본교,66.3
2015,성결대학교,본교,51.8
2015,성공회대학교,본교,63.1
2015,성공회대학교,본교,50.5
2015,성균관대학교,본교,79.2
2015,성균관대학교,본교,74.4
2015,성신여자대학교,본교,65.8
2015,성신여자대학교,본교,48.5
2015,세명대학교,본교,66.4
2015,세명대학교,본교,53.5
2015,세종대학교,본교,67.7
2015,세종대학교,본교,55.9
2015,세한대학교,본교,70.0
2015,세한대학교,본교,57.6
2015,수원가톨릭대학교,본교,100.0
2015,수원가톨릭대학교,본교,100.0
2015,수원대학교,본교,61.9
2015,수원대학교,본교,46.3
2015,숙명여자대학교,본교,66.2
2015,숙명여자대학교,본교,55.5
2015,순복음총회신학교,본교,70.0
2015,순복음총회신학교,본교,68.2
2015,순천향대학교,본교,68.9
2015,순천향대학교,본교,56.8
2015,숭실대학교,본교,69.4
2015,숭실대학교,본교,58.5
2015,신경대학교,본교,63.4
2015,신경대학교,본교,50.7
2015,신라대학교,본교,64.1
2015,신라대학교,본교,51.6
2015,아세아연합신학대학교,본교,100.0
2015,아주대학교,본교,72.6
2015,아주대학교,본교,63.1
2015,안양대학교,본교,67.8
2015,안양대학교,본교,55.8
2015,연세대학교,본교,77.5
2015,연세대학교,본교,66.8
2015,영남대학교,본교,63.7
2015,영남대학교,본교,51.3
2015,영남신학대학교,본교,82.4
2015,영남신학대학교,본교,71.4
2015,영동대학교,본교,62.9
2015,영산대학교,본교,70.7
2015,영산대학교,본교,56.6
2015,영산대학교(산업대),본교,44.4
2015,영산선학대학교,본교,100.0
2015,영산선학대학교,본교,100.0
2015,예수대학교,본교,80.6
2015,예수대학교,본교,69.9
2015,예원예술대학교,본교,46.4
2015,예원예술대학교,본교,38.8
2015,용인대학교,본교,63.1
2015,용인대학교,본교,47.1
2015,우석대학교,본교,63.9
2015,우석대학교,본교,52.6
2015,우송대학교,본교,71.5
2015,우송대학교,본교,63.6
2015,우송대학교(산업대),본교,62.5
2015,우송대학교(산업대),본교,62.5
2015,울산대학교,본교,66.9
2015,울산대학교,본교,52.6
2015,원광대학교,본교,64.0
2015,원광대학교,본교,52.3
2015,위덕대학교,본교,69.5
2015,위덕대학교,본교,64.7
2015,유원대학교,본교,70.6
2015,을지대학교,본교,88.8
2015,을지대학교,본교,80.6
2015,이화여자대학교,본교,71.4
2015,이화여자대학교,본교,63.2
2015,인제대학교,본교,66.1
2015,인제대학교,본교,53.3
2015,인천가톨릭대학교,본교,100.0
2015,인천가톨릭대학교,본교,100.0
2015,인하대학교,본교,71.5
2015,인하대학교,본교,63.2
2015,장로회신학대학교,본교,100.0
2015,장로회신학대학교,본교,100.0
2015,전주대학교,본교,63.3
2015,전주대학교,본교,52.0
2015,조선대학교,본교,61.8
2015,조선대학교,본교,48.2
2015,중부대학교,본교,65.0
2015,중부대학교,본교,52.2
2015,중앙대학교,본교,72.5
2015,중앙대학교,본교,62.8
2015,중앙승가대학교,본교,100.0
2015,중앙승가대학교,본교,100.0
2015,중원대학교,본교,76.5
2015,중원대학교,본교,68.3
2015,차의과학대학교,본교,73.3
2015,차의과학대학교,본교,63.2
2015,청운대학교,본교,69.6
2015,청운대학교,본교,57.3
2015,청주대학교,본교,62.3
2015,청주대학교,본교,49.1
2015,초당대학교,본교,93.4
2015,초당대학교,본교,89.6
2015,초당대학교(산업대),본교,73.9
2015,초당대학교(산업대),본교,60.5
2015,총신대학교,본교,75.4
2015,총신대학교,본교,63.9
2015,추계예술대학교,본교,40.6
2015,추계예술대학교,본교,22.7
2015,침례신학대학교,본교,59.1
2015,침례신학대학교,본교,54.5
2015,칼빈대학교,본교,82.9
2015,칼빈대학교,본교,72.9
2015,탐라대학교,본교,67.6
2015,탐라대학교,본교,47.0
2015,평택대학교,본교,62.7
2015,평택대학교,본교,51.2
2015,포항공과대학교,본교,87.6
2015,포항공과대학교,본교,85.1
2015,한국국제대학교,본교,65.9
2015,한국국제대학교,본교,56.4
2015,한국기술교육대학교,본교,87.8
2015,한국기술교육대학교,본교,84.7
2015,한국산업기술대학교,본교,100.0
2015,한국산업기술대학교,본교,100.0
2015,한국산업기술대학교(산업대),본교,76.2
2015,한국산업기술대학교(산업대),본교,70.3
2015,한국성서대학교,본교,75.8
2015,한국성서대학교,본교,63.3
2015,한국외국어대학교,본교,65.9
2015,한국외국어대학교,본교,55.5
2015,한국항공대학교,본교,74.6
2015,한국항공대학교,본교,65.1
2015,한남대학교,본교,65.0
2015,한남대학교,본교,54.7
2015,한동대학교,본교,70.9
2015,한동대학교,본교,62.6
2015,한라대학교,본교,68.9
2015,한라대학교,본교,59.8
2015,한려대학교,본교,82.7
2015,한려대학교,본교,69.7
2015,한림대학교,본교,69.4
2015,한림대학교,본교,58.8
2015,한북대학교,본교,64.7
2015,한북대학교,본교,50.3
2015,한서대학교,본교,71.8
2015,한서대학교,본교,57.0
2015,한성대학교,본교,65.8
2015,한성대학교,본교,46.2
2015,한세대학교,본교,77.3
2015,한세대학교,본교,55.5
2015,한신대학교,본교,64.7
2015,한신대학교,본교,49.5
2015,한양대학교,본교,74.4
2015,한양대학교,본교,70.7
2015,한일장신대학교,본교,69.3
2015,한일장신대학교,본교,38.6
2015,한중대학교,본교,69.3
2015,한중대학교,본교,48.3
2015,협성대학교,본교,67.2
2015,협성대학교,본교,54.4
2015,호남대학교,본교,69.4
2015,호남대학교,본교,56.4
2015,호남신학대학교,본교,60.7
2015,호남신학대학교,본교,51.5
2015,호서대학교,본교,69.7
2015,호서대학교,본교,55.5
2015,호원대학교,본교,77.9
2015,호원대학교,본교,56.6
2015,홍익대학교,본교,69.0
2015,홍익대학교,본교,59.2
2016,가야대학교(김해),본교,75.0
2016,가야대학교(김해),본교,69.5
2016,가천대학교,본교,69.7
2016,가천대학교,본교,55.6
2016,가톨릭관동대학교,본교,60.0
2016,가톨릭관동대학교,본교,50.8
2016,가톨릭대학교,본교,63.1
2016,가톨릭대학교,본교,52.7
2016,감리교신학대학교,본교,100.0
2016,감리교신학대학교,본교,100.0
2016,강남대학교,본교,64.5
2016,강남대학교,본교,48.2
2016,강서대학교,본교,69.5
2016,강서대학교,본교,54.0
2016,건국대학교,본교,65.0
2016,건국대학교,본교,53.5
2016,건양대학교,본교,77.2
2016,건양대학교,본교,63.5
2016,경기대학교,본교,64.4
2016,경기대학교,본교,50.5
2016,경남대학교,본교,62.1
2016,경남대학교,본교,47.6
2016,경동대학교,본교,77.7
2016,경동대학교,본교,66.4
2016,경성대학교,본교,64.0
2016,경성대학교,본교,48.3
2016,경운대학교,본교,82.9
2016,경운대학교,본교,69.6
2016,경운대학교(산업대),본교,72.2
2016,경운대학교(산업대),본교,57.8
2016,경일대학교,본교,69.7
2016,경일대학교,본교,61.0
2016,경주대학교,본교,59.8
2016,경주대학교,본교,51.2
2016,경희대학교,본교,67.9
2016,경희대학교,본교,56.5
2016,계명대학교,본교,61.4
2016,계명대학교,본교,49.1
2016,고려대학교,본교,79.4
2016,고려대학교,본교,74.1
2016,고신대학교,본교,69.9
2016,고신대학교,본교,60.2
2016,광신대학교,본교,75.0
2016,광신대학교,본교,68.7
2016,광운대학교,본교,66.7
2016,광운대학교,본교,52.3
2016,광주가톨릭대학교,본교,100.0
2016,광주가톨릭대학교,본교,100.0
2016,광주대학교,본교,62.7
2016,광주대학교,본교,48.6
2016,광주여자대학교,본교,71.6
2016,광주여자대학교,본교,55.6
2016,국민대학교,본교,67.4
2016,국민대학교,본교,52.7
2016,극동대학교,본교,68.8
2016,극동대학교,본교,54.1
2016,금강대학교,본교,65.1
2016,금강대학교,본교,52.4
2016,김천대학교,본교,75.9
2016,김천대학교,본교,64.2
2016,꽃동네대학교,본교,75.0
2016,꽃동네대학교,본교,60.4
2016,나사렛대학교,본교,67.1
2016,나사렛대학교,본교,50.2
2016,남부대학교,본교,70.0
2016,남부대학교,본교,54.7
2016,남서울대학교,본교,73.4
2016,남서울대학교,본교,59.9
2016,남서울대학교(산업대),본교,67.3
2016,남서울대학교(산업대),본교,51.8
2016,단국대학교,본교,65.2
2016,단국대학교,본교,51.2
2016,대구가톨릭대학교,본교,65.8
2016,대구가톨릭대학교,본교,55.5
2016,대구대학교,본교,59.3
2016,대구대학교,본교,45.6
2016,대구예술대학교,본교,58.7
2016,대구예술대학교,본교,35.0
2016,대구외국어대학교,본교,65.2
2016,대구외국어대학교,본교,58.0
2016,대구한의대학교,본교,69.1
2016,대구한의대학교,본교,60.2
2016,대신대학교,본교,65.0
2016,대신대학교,본교,30.2
2016,대전가톨릭대학교,본교,100.0
2016,대전가톨릭대학교,본교,100.0
2016,대전대학교,본교,67.2
2016,대전대학교,본교,53.5
2016,대전신학교,본교,100.0
2016,대전신학교,본교,100.0
2016,대전신학대학교,본교,100.0
2016,대전신학대학교,본교,100.0
2016,대진대학교,본교,66.3
2016,대진대학교,본교,52.0
2016,덕성여자대학교,본교,64.1
2016,덕성여자대학교,본교,52.5
2016,동국대학교,본교,71.0
2016,동국대학교,본교,59.5
2016,동덕여자대학교,본교,66.6
2016,동덕여자대학교,본교,46.2
2016,동명대학교,본교,69.0
2016,동명대학교,본교,60.1
2016,동서대학교,본교,69.0
2016,동서대학교,본교,50.1
2016,동신대학교,본교,68.2
2016,동신대학교,본교,58.0
2016,동아대학교,본교,61.4
2016,동아대학교,본교,48.7
2016,동양대학교,본교,67.3
2016,동양대학교,본교,48.6
2016,동의대학교,본교,63.1
2016,동의대학교,본교,49.7
2016,루터대학교,본교,68.2
2016,루터대학교,본교,43.3
2016,명지대학교,본교,66.9
2016,명지대학교,본교,50.4
2016,목원대학교,본교,66.8
2016,목원대학교,본교,47.5
2016,목포가톨릭대학교,본교,82.9
2016,목포가톨릭대학교,본교,68.3
2016,배재대학교,본교,65.8
2016,배재대학교,본교,49.3
2016,백석대학교,본교,66.3
2016,백석대학교,본교,51.6
2016,부산가톨릭대학교,본교,74.8
2016,부산가톨릭대학교,본교,62.0
2016,부산외국어대학교,본교,62.6
2016,부산외국어대학교,본교,45.2
2016,부산장신대학교,본교,77.1
2016,부산장신대학교,본교,84.8
2016,삼육대학교,본교,66.7
