기준년도,학교명,본분교명,설립유형,"전임교원1인당논문실적(국내, 연구재단등재지(후보포함))","전임교원1인당논문실적(국제, SCI급/SCOPUS학술지)"
2012,계명대학교,본교,사립,0.6658,0.1901
2012,고려대학교,본교,사립,0.5464,0.8343
2012,고려사이버대학교,본교,사립,0.9183,0.02
2012,고신대학교,본교,사립,0.304,0.2208
2012,관동대학교,본교,사립,0.3357,0.0789
2012,광신대학교,본교,사립,0.0691,0.0
2012,광운대학교,본교,사립,0.7358,0.485
2012,광주가톨릭대학교,본교,사립,0.1667,0.0
2012,광주대학교,본교,사립,0.409,0.0227
2012,광주여자대학교,본교,사립,0.5051,0.0312
2012,국민대학교,본교,사립,0.5479,0.2703
2012,국제사이버대학교,본교,사립,0.0633,0.0
2012,극동대학교,본교,사립,0.3362,0.0343
2012,글로벌사이버대학교,본교,사립,0.0,0.006
2012,금강대학교,본교,사립,1.0178,0.0
2012,김천대학교,본교,사립,0.1636,0.0122
2012,꽃동네대학교,본교,사립,0.6169,0.0435
2012,나사렛대학교,본교,사립,0.6853,0.0985
2012,남부대학교,본교,사립,0.4384,0.0389
2012,남서울대학교,본교,사립,1.0639,0.1225
2012,단국대학교,본교,사립,0.8245,0.2683
2012,대구가톨릭대학교,본교,사립,0.691,0.2336
2012,대구대학교,본교,사립,0.7579,0.1531
2012,대구사이버대학교,본교,사립,0.6889,0.034
2012,대구예술대학교,본교,사립,0.3894,0.0
2012,대구외국어대학교,본교,사립,0.7118,0.0
2012,대구한의대학교,본교,사립,0.6801,0.1273
2012,대신대학교,본교,사립,0.313,0.0
2012,대전가톨릭대학교,본교,사립,0.0,0.0
2012,대전대학교,본교,사립,0.5058,0.0856
2012,대전신학대학교,본교,사립,0.5538,0.0
2012,대진대학교,본교,사립,0.5935,0.0636
2012,덕성여자대학교,본교,사립,0.7501,0.1118
2012,동국대학교,본교,사립,0.6516,0.3618
2012,동덕여자대학교,본교,사립,0.5919,0.0811
2012,동명대학교,본교,사립,0.6745,0.0934
2012,동서대학교,본교,사립,0.5237,0.0927
2012,동신대학교,본교,사립,0.369,0.0395
2012,동아대학교,본교,사립,0.5463,0.2419
2012,동양대학교,본교,사립,0.3334,0.0468
2012,동의대학교,본교,사립,0.6525,0.1402
2012,디지털서울문화예술대학교,본교,사립,0.1074,0.0
2012,루터대학교,본교,사립,0.5603,0.0
2012,명지대학교,본교,사립,0.2149,0.2796
2012,목원대학교,본교,사립,0.7269,0.2055
2012,목포가톨릭대학교,본교,사립,0.4533,0.0
2012,배재대학교,본교,사립,0.6697,0.085
2012,백석대학교,본교,사립,0.4277,0.018
2012,부산가톨릭대학교,본교,사립,0.6517,0.1125
2012,부산디지털대학교,본교,사립,0.3058,0.0
2012,부산외국어대학교,본교,사립,0.4648,0.0106
2012,부산장신대학교,본교,사립,0.4545,0.0
2012,사이버한국외국어대학교,본교,사립,0.5917,0.0
2012,삼육대학교,본교,사립,0.7368,0.1182
2012,상명대학교,본교,사립,0.9363,0.2824
2012,상지대학교,본교,사립,0.843,0.0606
2012,서강대학교,본교,사립,0.5477,0.5114
2012,서경대학교,본교,사립,0.2921,0.0586
2012,서남대학교,본교,사립,0.1308,0.016
2012,서울기독대학교,본교,사립,0.5958,0.0
2012,서울디지털대학교,본교,사립,0.22,0.0364
2012,서울사이버대학교,본교,사립,0.5467,0.0194
2012,서울신학대학교,본교,사립,0.8646,0.0
2012,서울여자대학교,본교,사립,0.7575,0.2021
2012,서울장신대학교,본교,사립,0.3056,0.0139
2012,서울한영대학교,본교,사립,0.3665,0.0
2012,서원대학교,본교,사립,0.7517,0.0368
2012,선문대학교,본교,사립,0.5925,0.1473
2012,성결대학교,본교,사립,0.5329,0.0229
2012,성공회대학교,본교,사립,0.6574,0.0225
2012,성균관대학교,본교,사립,0.371,0.8421
2012,성신여자대학교,본교,사립,0.8477,0.1021
2012,세명대학교,본교,사립,0.5754,0.0922
2012,세종대학교,본교,사립,0.3993,0.4621
2012,세종사이버대학교,본교,사립,0.6775,0.104
2012,세한대학교,본교,사립,0.3762,0.0178
2012,송원대학교,본교,사립,0.0175,0.0052
2012,수원가톨릭대학교,본교,사립,0.0,0.0
2012,수원대학교,본교,사립,0.4096,0.0911
2012,숙명여자대학교,본교,사립,0.9378,0.1307
2012,순복음총회신학교,본교,사립,0.0,0.0
2012,순천향대학교,본교,사립,0.3746,0.2505
2012,숭실대학교,본교,사립,0.8121,0.2356
2012,숭실사이버대학교,본교,사립,0.9067,0.0
2012,신경대학교,본교,사립,0.3937,0.0034
2012,신라대학교,본교,사립,0.6728,0.0985
2012,아세아연합신학대학교,본교,사립,0.2632,0.0
2012,아주대학교,본교,사립,0.3808,0.5853
2012,안양대학교,본교,사립,0.7606,0.0194
2012,연세대학교,본교,사립,0.437,0.7829
2012,열린사이버대학교,본교,사립,0.3988,0.0
2012,영남대학교,본교,사립,0.6095,0.4789
2012,영남신학대학교,본교,사립,0.4522,0.0
2012,영동대학교,본교,사립,0.3655,0.0637
2012,영산대학교,본교,사립,0.7161,0.0369
2012,영산선학대학교,본교,사립,0.0,0.0
2012,예수대학교,본교,사립,0.2879,0.0
2012,예원예술대학교,본교,사립,0.0856,0.0
2012,용인대학교,본교,사립,0.3535,0.0294
2012,우석대학교,본교,사립,0.4701,0.055
2012,우송대학교,본교,사립,0.4109,0.049
2012,울산대학교,본교,사립,0.3379,0.5616
2012,원광대학교,본교,사립,0.6593,0.133
2012,원광디지털대학교,본교,사립,0.6057,0.0061
2012,위덕대학교,본교,사립,0.2503,0.0297
2012,을지대학교,본교,사립,0.1106,0.153
2012,이화여자대학교,본교,사립,0.7521,0.3317
2012,인제대학교,본교,사립,0.6115,0.2286
2012,인천가톨릭대학교,본교,사립,0.1364,0.0
2012,인하대학교,본교,사립,0.5441,0.5625
2012,장로회신학대학교,본교,사립,0.9833,0.0133
2012,전주대학교,본교,사립,0.5434,0.0894
2012,제주국제대학교,본교,사립,0.1185,0.0
2012,조선대학교,본교,사립,0.5668,0.239
2012,중부대학교,본교,사립,0.7097,0.1001
2012,중앙대학교,본교,사립,0.7302,0.5758
2012,중앙승가대학교,본교,사립,0.3676,0.0
2012,중원대학교,본교,사립,0.5823,0.1178
2012,차의과학대학교,본교,사립,0.1056,0.3359
2012,창신대학교,본교,사립,0.1334,0.0134
2012,청운대학교,본교,사립,0.5871,0.2679
2012,청주대학교,본교,사립,0.6917,0.0973
2012,초당대학교,본교,사립,0.5075,0.0283
2012,총신대학교,본교,사립,0.509,0.0123
2012,추계예술대학교,본교,사립,0.0833,0.0
2012,침례신학대학교,본교,사립,0.4007,0.0
2012,칼빈대학교,본교,사립,0.0,0.0
2012,평택대학교,본교,사립,0.5045,0.0057
2012,포항공과대학교,본교,사립,0.1424,1.2575
2012,한국국제대학교,본교,사립,0.3511,0.0248
2012,한국기술교육대학교,본교,사립,0.5414,0.2695
2012,한국산업기술대학교,본교,사립,0.0995,0.1044
2012,한국성서대학교,본교,사립,0.4854,0.1445
2012,한국외국어대학교,본교,사립,1.0423,0.1304
2012,한국항공대학교,본교,사립,0.2747,0.1944
2012,한남대학교,본교,사립,0.7021,0.2479
2012,한동대학교,본교,사립,0.3126,0.0391
2012,한라대학교,본교,사립,0.4837,0.0415
2012,한려대학교,본교,사립,0.2367,0.005
2012,한림대학교,본교,사립,0.3627,0.3134
2012,한북대학교,본교,사립,0.2698,0.0
2012,한서대학교,본교,사립,0.4543,0.3769
2012,한성대학교,본교,사립,0.7731,0.0403
2012,한세대학교,본교,사립,0.4677,0.0221
2012,한신대학교,본교,사립,0.5948,0.0397
2012,한양대학교,본교,사립,0.5756,0.6717
2012,한양사이버대학교,본교,사립,0.6823,0.0638
2012,한일장신대학교,본교,사립,0.5469,0.0
2012,한중대학교,본교,사립,0.0139,0.0
2012,협성대학교,본교,사립,0.6747,0.0396
2012,호남대학교,본교,사립,0.5028,0.0398
2012,호남신학대학교,본교,사립,0.3103,0.0
2012,호서대학교,본교,사립,0.594,0.1451
2012,호원대학교,본교,사립,0.4115,0.002
2012,홍익대학교,본교,사립,0.493,0.1503
2012,화신사이버대학교,본교,사립,0.0,0.0
2013,가야대학교(김해),본교,사립,0.326,0.0155
2013,가천대학교,본교,사립,0.5388,0.2942
2013,가톨릭관동대학교,본교,사립,0.3084,0.0609
2013,가톨릭대학교,본교,사립,0.6864,0.2197
2013,감리교신학대학교,본교,사립,0.4603,0.0
2013,강남대학교,본교,사립,0.5571,0.034
2013,강서대학교,본교,사립,0.433,0.0026
2013,건국대학교,본교,사립,0.6663,0.5357
2013,건양대학교,본교,사립,0.4433,0.0657
2013,건양사이버대학교,본교,사립,0.3982,0.0139
2013,경기대학교,본교,사립,0.7773,0.2753
2013,경남대학교,본교,사립,0.643,0.1272
2013,경동대학교,본교,사립,0.2004,0.0808
2013,경성대학교,본교,사립,0.569,0.1015
2013,경운대학교,본교,사립,0.4121,0.0216
2013,경일대학교,본교,사립,0.4207,0.1544
2013,경주대학교,본교,사립,0.206,0.0162
2013,경희대학교,본교,사립,0.522,0.626
2013,경희사이버대학교,본교,사립,1.089,0.0404
2013,계명대학교,본교,사립,0.6658,0.2035
2013,고려대학교,본교,사립,0.5233,0.8147
2013,고려사이버대학교,본교,사립,0.6008,0.0097
2013,고신대학교,본교,사립,0.2524,0.1618
2013,광신대학교,본교,사립,0.1224,0.0
2013,광운대학교,본교,사립,0.822,0.4652
2013,광주가톨릭대학교,본교,사립,0.1875,0.0
2013,광주대학교,본교,사립,0.3151,0.019
2013,광주여자대학교,본교,사립,0.4555,0.0271
2013,국민대학교,본교,사립,0.5466,0.271
2013,국제사이버대학교,본교,사립,0.1371,0.0
2013,극동대학교,본교,사립,0.3071,0.0906
2013,글로벌사이버대학교,본교,사립,0.0143,0.006
2013,금강대학교,본교,사립,0.6619,0.0
2013,김천대학교,본교,사립,0.1621,0.0553
2013,꽃동네대학교,본교,사립,0.4414,0.0
2013,나사렛대학교,본교,사립,0.7348,0.0747
2013,남부대학교,본교,사립,0.3905,0.0637
2013,남서울대학교,본교,사립,0.7893,0.1589
2013,단국대학교,본교,사립,0.8904,0.2666
2013,대구가톨릭대학교,본교,사립,0.5418,0.2343
2013,대구대학교,본교,사립,0.7871,0.154
2013,대구사이버대학교,본교,사립,0.5849,0.0055
2013,대구예술대학교,본교,사립,0.2255,0.0
2013,대구외국어대학교,본교,사립,0.95,0.0
2013,대구한의대학교,본교,사립,0.5385,0.1166
2013,대신대학교,본교,사립,0.3104,0.0
2013,대전가톨릭대학교,본교,사립,0.0,0.0
2013,대전대학교,본교,사립,0.5682,0.0941
2013,대전신학대학교,본교,사립,0.7355,0.0909
2013,대진대학교,본교,사립,0.4742,0.1088
2013,덕성여자대학교,본교,사립,0.8178,0.1323
2013,동국대학교,본교,사립,0.6988,0.3918
2013,동덕여자대학교,본교,사립,0.5908,0.1025
2013,동명대학교,본교,사립,0.6636,0.1013
2013,동서대학교,본교,사립,0.5233,0.1035
2013,동신대학교,본교,사립,0.4069,0.0445
2013,동아대학교,본교,사립,0.552,0.2437
2013,동양대학교,본교,사립,0.3152,0.0287
2013,동의대학교,본교,사립,0.629,0.1135
2013,디지털서울문화예술대학교,본교,사립,0.2457,0.0
2013,루터대학교,본교,사립,0.2617,0.0
2013,명지대학교,본교,사립,0.1844,0.3283
2013,목원대학교,본교,사립,0.5942,0.1368
2013,목포가톨릭대학교,본교,사립,0.3435,0.0
2013,배재대학교,본교,사립,0.5821,0.0645
2013,백석대학교,본교,사립,0.5413,0.0696
2013,부산가톨릭대학교,본교,사립,0.8472,0.1213
2013,부산디지털대학교,본교,사립,0.4684,0.0
2013,부산외국어대학교,본교,사립,0.5153,0.0027
2013,부산장신대학교,본교,사립,0.4757,0.0
2013,사이버한국외국어대학교,본교,사립,0.4172,0.0
2013,삼육대학교,본교,사립,0.6855,0.1785
2013,상명대학교,본교,사립,0.8539,0.2743
2013,상지대학교,본교,사립,0.7746,0.1163
2013,서강대학교,본교,사립,0.6384,0.5207
2013,서경대학교,본교,사립,0.2599,0.0749
2013,서남대학교,본교,사립,0.278,0.0213
2013,서울기독대학교,본교,사립,0.4453,0.0
2013,서울디지털대학교,본교,사립,0.2648,0.037
2013,서울사이버대학교,본교,사립,0.8983,0.0727
2013,서울신학대학교,본교,사립,0.8707,0.0123
2013,서울여자대학교,본교,사립,0.6647,0.1523
2013,서울장신대학교,본교,사립,0.25,0.027
2013,서울한영대학교,본교,사립,0.313,0.0
2013,서원대학교,본교,사립,0.718,0.0625
2013,선문대학교,본교,사립,0.4148,0.169
2013,성결대학교,본교,사립,0.6235,0.0806
2013,성공회대학교,본교,사립,0.3661,0.0232
2013,성균관대학교,본교,사립,0.4076,0.8984
2013,성신여자대학교,본교,사립,0.833,0.093
2013,세명대학교,본교,사립,0.8616,0.0933
2013,세종대학교,본교,사립,0.3966,0.4084
2013,세종사이버대학교,본교,사립,0.7805,0.0357
2013,세한대학교,본교,사립,0.3781,0.0467
2013,송원대학교,본교,사립,0.0169,0.005
2013,수원가톨릭대학교,본교,사립,0.0,0.0
2013,수원대학교,본교,사립,0.3868,0.0885
2013,숙명여자대학교,본교,사립,0.9579,0.1277
2013,순복음총회신학교,본교,사립,0.0,0.0
2013,순천향대학교,본교,사립,0.3559,0.2458
2013,숭실대학교,본교,사립,0.7716,0.2686
2013,숭실사이버대학교,본교,사립,0.9957,0.0355
2013,신경대학교,본교,사립,0.5296,0.0101
2013,신라대학교,본교,사립,0.6478,0.1413
2013,신한대학교,본교,사립,0.0807,0.0028
2013,아세아연합신학대학교,본교,사립,0.1897,0.0
2013,아주대학교,본교,사립,0.4417,0.5141
2013,안양대학교,본교,사립,0.8788,0.0465
2013,연세대학교,본교,사립,0.396,0.7776
2013,열린사이버대학교,본교,사립,0.3167,0.0444
2013,영남대학교,본교,사립,0.5967,0.5293
2013,영남신학대학교,본교,사립,0.55,0.0464
2013,영동대학교,본교,사립,0.3759,0.0851
2013,영산대학교,본교,사립,0.4492,0.0351
2013,영산선학대학교,본교,사립,0.0,0.0
2013,예수대학교,본교,사립,0.359,0.0
2013,예원예술대학교,본교,사립,0.0667,0.0
2013,용인대학교,본교,사립,0.4522,0.0437
2013,우석대학교,본교,사립,0.3704,0.0419
2013,우송대학교,본교,사립,0.2632,0.0371
2013,울산대학교,본교,사립,0.2967,0.5737
2013,원광대학교,본교,사립,0.5956,0.1729
2013,원광디지털대학교,본교,사립,0.6,0.0
2013,위덕대학교,본교,사립,0.388,0.0483
2013,을지대학교,본교,사립,0.1346,0.1926
2013,이화여자대학교,본교,사립,0.6397,0.3527
2013,인제대학교,본교,사립,0.6074,0.306
2013,인천가톨릭대학교,본교,사립,0.0526,0.0
2013,인하대학교,본교,사립,0.4802,0.5054
2013,장로회신학대학교,본교,사립,0.9488,0.0
2013,전주대학교,본교,사립,0.4716,0.1185
2013,제주국제대학교,본교,사립,0.2466,0.0
2013,조선대학교,본교,사립,0.6052,0.2526
2013,중부대학교,본교,사립,0.6532,0.1176
2013,중앙대학교,본교,사립,0.7207,0.5868
2013,중앙승가대학교,본교,사립,0.4826,0.0
2013,중원대학교,본교,사립,0.7616,0.0952
2013,차의과학대학교,본교,사립,0.0851,0.3862
2013,창신대학교,본교,사립,0.3763,0.0404
2013,청운대학교,본교,사립,0.4669,0.1412
2013,청주대학교,본교,사립,0.7232,0.1768
2013,초당대학교,본교,사립,0.5381,0.0316
2013,총신대학교,본교,사립,0.5421,0.0032
2013,추계예술대학교,본교,사립,0.1102,0.0
2013,침례신학대학교,본교,사립,0.336,0.0
2013,칼빈대학교,본교,사립,0.0,0.0
2013,평택대학교,본교,사립,0.4715,0.016
2013,포항공과대학교,본교,사립,0.0985,1.2145
2013,한국국제대학교,본교,사립,0.4802,0.0354
2013,한국기술교육대학교,본교,사립,0.4892,0.2728
2013,한국산업기술대학교,본교,사립,0.1175,0.0989
2013,한국성서대학교,본교,사립,0.4174,0.1103
2013,한국외국어대학교,본교,사립,0.8476,0.2243
2013,한국항공대학교,본교,사립,0.2964,0.1688
2013,한남대학교,본교,사립,0.7191,0.2542
2013,한동대학교,본교,사립,0.2902,0.051
2013,한라대학교,본교,사립,0.486,0.0124
2013,한려대학교,본교,사립,0.0711,0.0
2013,한림대학교,본교,사립,0.3764,0.3621
2013,한서대학교,본교,사립,0.3932,0.2583
2013,한성대학교,본교,사립,0.7035,0.0958
2013,한세대학교,본교,사립,0.4761,0.0278
2013,한신대학교,본교,사립,0.49,0.0405
2013,한양대학교,본교,사립,0.5565,0.7194
2013,한양사이버대학교,본교,사립,0.6409,0.1399
2013,한일장신대학교,본교,사립,0.4333,0.0032
2013,한중대학교,본교,사립,0.0422,0.0
2013,협성대학교,본교,사립,0.6851,0.043
2013,호남대학교,본교,사립,0.3737,0.0527
2013,호남신학대학교,본교,사립,0.3311,0.0
2013,호서대학교,본교,사립,0.6732,0.1262
2013,호원대학교,본교,사립,0.3483,0.0164
2013,홍익대학교,본교,사립,0.5071,0.1641
2013,화신사이버대학교,본교,사립,0.3125,0.0
2014,가야대학교(김해),본교,사립,0.3882,0.0055
2014,가천대학교,본교,사립,0.5175,0.355
2014,가톨릭관동대학교,본교,사립,0.3894,0.1633
2014,가톨릭대학교,본교,사립,0.5528,0.2618
2014,감리교신학대학교,본교,사립,0.5357,0.0
2014,강남대학교,본교,사립,0.4275,0.0508
2014,강서대학교,본교,사립,0.4178,0.0
2014,건국대학교,본교,사립,0.595,0.6137
2014,건양대학교,본교,사립,0.4489,0.0264
2014,건양사이버대학교,본교,사립,0.2917,0.0854
2014,경기대학교,본교,사립,0.7168,0.3044
2014,경남대학교,본교,사립,0.7552,0.1298
2014,경동대학교,본교,사립,0.2673,0.1022
2014,경성대학교,본교,사립,0.6192,0.0871
2014,경운대학교,본교,사립,0.3874,0.0245
2014,경일대학교,본교,사립,0.4196,0.1588
2014,경주대학교,본교,사립,0.239,0.0015
2014,경희대학교,본교,사립,0.5194,0.625
2014,경희사이버대학교,본교,사립,1.271,0.0302
2014,계명대학교,본교,사립,0.6253,0.244
2014,고려대학교,본교,사립,0.443,0.8502
2014,고려사이버대학교,본교,사립,1.0919,0.0275
2014,고신대학교,본교,사립,0.2685,0.1301
2014,광신대학교,본교,사립,0.1,0.0
2014,광운대학교,본교,사립,0.6999,0.5154
2014,광주가톨릭대학교,본교,사립,0.25,0.0
2014,광주대학교,본교,사립,0.3911,0.0251
2014,광주여자대학교,본교,사립,0.4544,0.0214
2014,국민대학교,본교,사립,0.5969,0.2614
2014,국제사이버대학교,본교,사립,0.2781,0.0089
2014,극동대학교,본교,사립,0.3682,0.0787
2014,글로벌사이버대학교,본교,사립,0.0467,0.0
2014,금강대학교,본교,사립,0.9069,0.0
2014,김천대학교,본교,사립,0.1557,0.0609
2014,꽃동네대학교,본교,사립,0.5734,0.0114
2014,나사렛대학교,본교,사립,0.5775,0.1365
2014,남부대학교,본교,사립,0.3771,0.098
2014,남서울대학교,본교,사립,0.6331,0.1786
2014,단국대학교,본교,사립,0.9895,0.2194
2014,대구가톨릭대학교,본교,사립,0.5552,0.2482
2014,대구대학교,본교,사립,0.6884,0.1502
2014,대구사이버대학교,본교,사립,0.9636,0.0219
2014,대구예술대학교,본교,사립,0.3041,0.0102
2014,대구외국어대학교,본교,사립,0.6938,0.0
2014,대구한의대학교,본교,사립,0.4477,0.1271
2014,대신대학교,본교,사립,0.2333,0.0
2014,대전가톨릭대학교,본교,사립,0.0,0.0
2014,대전대학교,본교,사립,0.5417,0.1089
2014,대전신학대학교,본교,사립,0.4,0.0
2014,대진대학교,본교,사립,0.4964,0.0964
2014,덕성여자대학교,본교,사립,0.9726,0.1404
2014,동국대학교,본교,사립,0.6339,0.4283
2014,동덕여자대학교,본교,사립,0.517,0.1048
2014,동명대학교,본교,사립,0.5392,0.1381
2014,동서대학교,본교,사립,0.4952,0.0806
2014,동신대학교,본교,사립,0.4363,0.0583
2014,동아대학교,본교,사립,0.5099,0.2371
2014,동양대학교,본교,사립,0.5516,0.074
2014,동의대학교,본교,사립,0.6788,0.0928
2014,디지털서울문화예술대학교,본교,사립,0.2756,0.0042
2014,루터대학교,본교,사립,0.3801,0.0
2014,명지대학교,본교,사립,0.2152,0.2851
2014,목원대학교,본교,사립,0.5329,0.1369
2014,목포가톨릭대학교,본교,사립,0.4185,0.0
2014,배재대학교,본교,사립,0.5879,0.102
2014,백석대학교,본교,사립,0.607,0.0632
2014,부산가톨릭대학교,본교,사립,0.7,0.1622
2014,부산디지털대학교,본교,사립,0.4877,0.0276
2014,부산외국어대학교,본교,사립,0.5798,0.0057
2014,부산장신대학교,본교,사립,0.5208,0.0
2014,사이버한국외국어대학교,본교,사립,0.406,0.0063
2014,삼육대학교,본교,사립,0.5583,0.2359
2014,상명대학교,본교,사립,0.7352,0.2353
2014,상지대학교,본교,사립,0.7769,0.0643
2014,서강대학교,본교,사립,0.5695,0.515
2014,서경대학교,본교,사립,0.6151,0.1533
2014,서남대학교,본교,사립,0.1012,0.0235
2014,서울기독대학교,본교,사립,0.4424,0.0
2014,서울디지털대학교,본교,사립,0.3645,0.0182
2014,서울사이버대학교,본교,사립,0.9135,0.0364
2014,서울신학대학교,본교,사립,0.6607,0.0102
2014,서울여자대학교,본교,사립,0.6359,0.1145
2014,서울장신대학교,본교,사립,0.4221,0.027
2014,서울한영대학교,본교,사립,0.2678,0.0
2014,서원대학교,본교,사립,0.7293,0.1081
2014,선문대학교,본교,사립,0.6479,0.1912
2014,성결대학교,본교,사립,0.6741,0.101
2014,성공회대학교,본교,사립,0.2404,0.0114
2014,성균관대학교,본교,사립,0.4199,0.8751
2014,성신여자대학교,본교,사립,0.7663,0.1042
2014,세명대학교,본교,사립,0.9003,0.1406
2014,세종대학교,본교,사립,0.347,0.4387
2014,세종사이버대학교,본교,사립,0.5003,0.0657
2014,세한대학교,본교,사립,0.5238,0.0322
2014,송원대학교,본교,사립,0.1445,0.0172
2014,수원가톨릭대학교,본교,사립,0.0,0.0
2014,수원대학교,본교,사립,0.3558,0.0746
2014,숙명여자대학교,본교,사립,0.8521,0.1901
2014,순복음총회신학교,본교,사립,0.0,0.0
2014,순천향대학교,본교,사립,0.2966,0.3144
2014,숭실대학교,본교,사립,0.8253,0.3021
2014,숭실사이버대학교,본교,사립,0.5154,0.0152
2014,신경대학교,본교,사립,0.7645,0.0269
2014,신라대학교,본교,사립,0.599,0.1321
2014,신한대학교,본교,사립,0.1851,0.0136
2014,아세아연합신학대학교,본교,사립,0.2262,0.0
2014,아주대학교,본교,사립,0.3798,0.5704
2014,안양대학교,본교,사립,0.8252,0.0642
2014,연세대학교,본교,사립,0.4057,0.8272
2014,열린사이버대학교,본교,사립,0.6027,0.0069
2014,영남대학교,본교,사립,0.5802,0.5894
2014,영남신학대학교,본교,사립,0.25,0.0119
2014,영동대학교,본교,사립,0.3625,0.0781
2014,영산대학교,본교,사립,0.6276,0.0679
