공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,지역명,학교상태,입학정원(학부),재학생수(학부),신입생경쟁률(학부),신입생충원율(학부),신입생충원율(학부)_기준년도,재학생충원율,재학생충원율_확보상태,raw_source_url
2026,0002817,0002817,치유상담대학원대학교,본교,대학원대학,전문대학원,사립,서울,기존,71,118,-,76.1,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000184,0000184,칼빈대학교,본교,대학,대학교,사립,경기,기존,90,2159,3.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000185,0000185,탐라대학교,본교,대학,대학교,사립,제주,폐교,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003183,0003183,태재대학교,본교,대학,사이버대학(대학),사립,서울,신설,100,46,1.9,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000186,0000186,평택대학교,본교,대학,대학교,사립,경기,기존,833,3006,8.8,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000188,0000188,포항공과대학교,본교,대학,대학교,사립,경북,기존,320,1477,9.5,98.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002658,0002658,포항대학교,본교,전문대학,전문대학,사립,경북,기존,695,1423,2.3,81.2,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000037,0000037,한경국립대학교,본교,대학,대학교,국립,경기,기존,1271,5428,7.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000640,0000640,한국개발연구원국제정책대학원대학교,본교,대학원대학,전문대학원,사립,세종,기존,240,701,-,86.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000578,0000578,한국골프과학기술대학교,본교,전문대학,전문대학,사립,강원,기존,160,465,1.9,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000247,0000247,한국공학대학교,본교,대학,대학교,사립,경기,기존,1410,7596,8.7,100.1,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000374,0000374,한국과학기술원,본교,대학,대학교,특별법법인,대전,기존,970,4008,10.2,101.2,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000565,0000565,한국관광대학교,본교,전문대학,전문대학,사립,경기,기존,902,1209,6.1,66.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000031,0000031,한국교원대학교,본교,대학,대학교,국립,충북,기존,546,2342,5.7,99.4,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000189,0000189,한국기술교육대학교,본교,대학,대학교,사립,충남,기존,836,4157,8.1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003019,0003019,한국농수산대학교,본교,전문대학,전문대학,특별법국립,전북,기존,570,1550,3.1,93.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000273,0000273,한국방송통신대학교,본교,대학,방송통신대학,국립,서울,기존,51970,92953,.2,16.7,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002659,0002659,한국복지대학교,본교,전문대학,전문대학,국립,경기,폐교,0,155,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000576,0000576,한국복지사이버대학교,본교,전문대학,사이버대학(전문대학),사립,경북,기존,1000,2329,1.2,90.1,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000679,0000679,한국상담대학원대학교,본교,대학원대학,전문대학원,사립,서울,기존,91,193,-,94.5,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,서울,기존,228,972,5.4,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000570,0000570,한국승강기대학교,본교,전문대학,전문대학,사립,경남,기존,297,1872,1,96.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003139,0003139,한국에너지공과대학교,본교,대학,대학교,특별법법인,전남,기존,100,301,20.4,97.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000326,0000326,한국열린사이버대학교,본교,대학,사이버대학(대학),사립,서울,기존,1000,5723,1.6,96.6,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000522,0000522,한국영상대학교,본교,전문대학,전문대학,사립,세종,기존,1089,2953,4,92.4,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000383,0000383,한국예술종합학교,본교,대학,각종학교(대학),특별법국립,서울,기존,558,2787,24.8,96.1,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,서울,기존,3475,17101,14.3,99.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000681,0000681,한국전력국제원자력대학원대학교,본교,대학원대학,전문대학원,사립,울산,기존,70,123,-,98.6,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003022,0003022,한국전통문화대학교,본교,대학,대학교,특별법국립,충남,기존,140,583,6.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000032,0000032,한국체육대학교,본교,대학,대학교,국립,서울,기존,535,2339,5.9,99.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000182,0000182,한국침례신학대학교,본교,대학,대학교,사립,대전,기존,204,677,1.4,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000585,0000585,한국폴리텍 I 대학 서울강서캠퍼스,본교,전문대학,기능대학,사립,서울,기존,255,440,1.7,82.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000584,0000584,한국폴리텍 I 대학 서울정수캠퍼스,본교,전문대학,기능대학,사립,서울,기존,485,1051,2.5,90.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000586,0000586,한국폴리텍 I 대학 성남캠퍼스,본교,전문대학,기능대학,사립,경기,기존,335,558,1.8,83.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002912,0002912,한국폴리텍 I 대학 제주캠퍼스,본교,전문대학,기능대학,사립,제주,기존,25,52,1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000590,0000590,한국폴리텍 II 대학 남인천캠퍼스,본교,전문대학,기능대학,사립,인천,기존,25,85,2,84.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000589,0000589,한국폴리텍 II 대학 인천캠퍼스,본교,전문대학,기능대학,사립,인천,기존,690,1342,1.9,82.6,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003105,0003105,한국폴리텍 II 대학 화성캠퍼스,본교,전문대학,기능대학,사립,경기,기존,0,22,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000594,0000594,한국폴리텍 III 대학 강릉캠퍼스,본교,전문대학,기능대학,사립,강원,기존,55,106,1.7,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002854,0002854,한국폴리텍 III 대학 원주캠퍼스,본교,전문대학,기능대학,사립,강원,기존,50,113,2,86.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000593,0000593,한국폴리텍 III 대학 춘천캠퍼스,본교,전문대학,기능대학,사립,강원,기존,150,213,1.5,66.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000603,0000603,한국폴리텍 IV 대학 대전캠퍼스,본교,전문대학,기능대학,사립,대전,기존,330,628,1.7,83.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000606,0000606,한국폴리텍 IV 대학 아산캠퍼스,본교,전문대학,기능대학,사립,충남,기존,215,388,1.4,69.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000604,0000604,한국폴리텍 IV 대학 청주캠퍼스,본교,전문대학,기능대학,사립,충북,기존,285,654,1.9,95.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000607,0000607,한국폴리텍 IV 대학 충남캠퍼스,본교,전문대학,기능대학,사립,충남,기존,105,189,.9,85.7,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000616,0000616,한국폴리텍 V 대학 광주캠퍼스,본교,전문대학,기능대학,사립,광주,기존,340,771,2.3,96.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002975,0002975,한국폴리텍 V 대학 순천캠퍼스,본교,전문대학,기능대학,사립,전남,기존,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000620,0000620,한국폴리텍 V 대학 익산캠퍼스,본교,전문대학,기능대학,사립,전북,기존,50,105,1.5,76.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000619,0000619,한국폴리텍 V 대학 전남캠퍼스,본교,전문대학,기능대학,사립,전남,기존,75,123,1.7,89.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000617,0000617,한국폴리텍 V 대학 전북캠퍼스,본교,전문대학,기능대학,사립,전북,기존,180,359,1.6,90.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000624,0000624,한국폴리텍 VI 대학 구미캠퍼스,본교,전문대학,기능대학,사립,경북,기존,235,500,1.5,94.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000623,0000623,한국폴리텍 VI 대학 대구캠퍼스,본교,전문대학,기능대학,사립,대구,기존,275,442,1.4,79.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000636,0000636,한국폴리텍 VI 대학 영남융합기술캠퍼스,본교,전문대학,기능대학,사립,대구,기존,110,172,1.5,69.1,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0002674,0002674,한국폴리텍 VI 대학 영주캠퍼스,본교,전문대학,기능대학,사립,경북,기존,25,52,1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003163,0003163,한국폴리텍 VII 대학 동부산캠퍼스,본교,전문대학,기능대학,사립,부산,기존,0,5,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000632,0000632,한국폴리텍 VII 대학 부산캠퍼스,본교,전문대학,기능대학,사립,부산,기존,320,650,1.6,83.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000633,0000633,한국폴리텍 VII 대학 울산캠퍼스,본교,전문대학,기능대학,사립,울산,기존,280,629,2.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003157,0003157,한국폴리텍 VII 대학 진주캠퍼스,본교,전문대학,기능대학,사립,경남,기존,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000631,0000631,한국폴리텍 VII 대학 창원캠퍼스,본교,전문대학,기능대학,사립,경남,기존,540,1413,3.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0003104,0003104,한국폴리텍 특성화대학 로봇캠퍼스,본교,전문대학,기능대학,사립,경북,기존,100,136,1.2,66.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000635,0000635,한국폴리텍 특성화대학 바이오캠퍼스,본교,전문대학,기능대학,사립,충남,기존,160,283,1.4,74.4,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000637,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,본교,전문대학,기능대학,사립,경기,기존,255,370,1.2,59.6,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000638,0000638,한국폴리텍 특성화대학 항공캠퍼스,본교,전문대학,기능대학,사립,경남,기존,135,248,1.8,76.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000683,0000683,한국학대학원,본교,대학원대학,일반대학원,특별법법인,경기,기존,60,236,-,78.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000194,0000194,한국항공대학교,본교,대학,대학교,사립,경기,기존,827,4255,13.5,100.2,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000195,0000195,한남대학교,본교,대학,대학교,사립,대전,기존,2715,11608,5.1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000196,0000196,한동대학교,본교,대학,대학교,사립,경북,기존,729,3876,4.8,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000197,0000197,한라대학교,본교,대학,대학교,사립,강원,기존,867,3128,5.2,98.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000242,0000242,한려대학교,본교,대학,대학교,사립,전남,폐교,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000673,0000673,한림국제대학원대학교,본교,대학원대학,특수대학원,사립,서울,기존,100,280,-,97.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000198,0000198,한림대학교,본교,대학,대학교,사립,강원,기존,1849,7575,5.4,99.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000553,0000553,한림성심대학교,본교,전문대학,전문대학,사립,강원,기존,786,2443,5.4,94.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000676,0000676,한반도국제대학원대학교,본교,대학원대학,특수대학원,사립,서울,기존,50,44,-,22.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000263,0000263,한밭대학교(산업대),본교,대학,산업대학,국립,대전,폐교,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000199,0000199,한서대학교,본교,대학,대학교,사립,충남,기존,1529,6117,7.4,99.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000200,0000200,한성대학교,본교,대학,대학교,사립,서울,기존,1498,7011,10.4,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000201,0000201,한세대학교,본교,대학,대학교,사립,경기,기존,566,2509,11.7,99.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000202,0000202,한신대학교,본교,대학,대학교,사립,경기,기존,1193,5172,6.9,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000203,0000203,한양대학교,본교,대학,대학교,사립,서울,기존,2906,16432,22,99.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000203,0000204,한양대학교(ERICA),분교,대학,대학교,사립,경기,기존,2019,10890,14.9,99.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000331,0000331,한양사이버대학교,본교,대학,사이버대학(대학),사립,서울,기존,3440,16640,1.2,81.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000554,0000554,한양여자대학교,본교,전문대학,전문대학,사립,서울,기존,2291,6503,11,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000555,0000555,한영대학교,본교,전문대학,전문대학,사립,전남,기존,512,1392,2.1,98.4,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000206,0000206,한일장신대학교,본교,대학,대학교,사립,전북,기존,219,699,1.5,60.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000220,0000220,한중대학교,본교,대학,대학교,사립,강원,폐교,0,0,0,0.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000647,0000647,합동신학대학원대학교,본교,대학원대학,전문대학원,사립,경기,기존,101,216,-,82.2,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000207,0000207,협성대학교,본교,대학,대학교,사립,경기,기존,1004,3773,8.3,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000556,0000556,혜전대학교,본교,전문대학,전문대학,사립,충남,기존,882,2943,6.4,95.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000208,0000208,호남대학교,본교,대학,대학교,사립,광주,기존,1537,6223,5.2,95.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000209,0000209,호남신학대학교,본교,대학,대학교,사립,광주,기존,119,396,1.2,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000415,0000415,호산대학교,본교,전문대학,전문대학,사립,경북,기존,676,2479,4.1,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000211,0000211,호서대학교,본교,대학,대학교,사립,충남,기존,2881,11923,6.6,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000282,0000282,호원대학교,본교,대학,산업대학,사립,전북,기존,1026,5013,10.2,97.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000212,0002949,홍익대학교,제2캠퍼스,대학,대학교,사립,세종,기존,1330,5518,6.8,99.9,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000212,0000212,홍익대학교,본교,대학,대학교,사립,서울,기존,2371,12368,17.9,99.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000233,0000233,화성의과학대학교,본교,대학,대학교,사립,경기,기존,282,533,5.6,81.3,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000333,0000333,화신사이버대학교,본교,대학,사이버대학(대학),사립,부산,기존,568,2093,1.5,100.0,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
2026,0000648,0000648,횃불트리니티신학대학원대학교,본교,대학원대학,전문대학원,사립,서울,기존,138,380,-,97.8,2025,,대학주요정보 엔드포인트 미제공: StudentService API 또는 학생 현황 원자료 필요,https://www.academyinfo.go.kr/main/main2130/selectSchlList.do
